"Site","x","y","crs","urb","water_dist","open_dev"
"Site_0159",411587.000418845,4605521.99984188,32616,-0.309742038785769,-0.677321693278212,-0.425458786806419
"Site_0160",412587.000418845,4605521.99984188,32616,-0.448666631326973,-0.641065789867307,0.838895660652963
"Site_0161",413587.000418845,4605521.99984188,32616,-0.25937034050129,-0.743548320537837,0.782520237688395
"Site_0162",414587.000418845,4605521.99984188,32616,-0.0587845437277741,-0.672160622706531,-0.0405609375943506
"Site_0163",415587.000418845,4605521.99984188,32616,-0.700222378185608,-0.596917097912292,0.686694406483992
"Site_0164",416587.000418845,4605521.99984188,32616,-1.30913834033797,-0.626667696116398,0.595048816361861
"Site_0165",417587.000418845,4605521.99984188,32616,-1.14732466003252,-0.606422729198601,0.570051625842494
"Site_0166",418587.000418845,4605521.99984188,32616,-0.420161245983607,-0.500863665881022,1.04299697711375
"Site_0167",419587.000418845,4605521.99984188,32616,-0.540951195899618,-0.525873298071222,0.652312763085955
"Site_0168",420587.000418845,4605521.99984188,32616,-1.04080575103752,-0.593539848605613,0.943650153212935
"Site_0169",421587.000418845,4605521.99984188,32616,-1.08135332674801,-0.691795775579016,0.612797762849007
"Site_0170",422587.000418845,4605521.99984188,32616,-0.875537990771887,-0.496022446511396,0.131695686211139
"Site_0171",423587.000418845,4605521.99984188,32616,-1.25781759469781,-0.717081977920829,0.0981940268268459
"Site_0172",395587.000418845,4606521.99984188,32616,-0.71977340460799,-0.745121760031707,-0.934999246561624
"Site_0173",396587.000418845,4606521.99984188,32616,-0.629137838417259,-0.672140036454893,-0.468872083476156
"Site_0174",397587.000418845,4606521.99984188,32616,-0.576362377000476,-0.632510307343563,0.107550616580747
"Site_0175",398587.000418845,4606521.99984188,32616,-0.431610916328798,-0.629557643109656,0.697029624450665
"Site_0176",399587.000418845,4606521.99984188,32616,-0.492515154108605,-0.610896960187418,0.85109199689555
"Site_0177",400587.000418845,4606521.99984188,32616,-0.916530381802952,-0.358118400756972,-0.0198748553525978
"Site_0178",401587.000418845,4606521.99984188,32616,-1.45452062053158,-0.551137766681335,-0.799370356159358
"Site_0179",402587.000418845,4606521.99984188,32616,-0.965851159718088,-0.739622518391228,-0.213660700333344
"Site_0180",403587.000418845,4606521.99984188,32616,-0.191688305117974,-0.483969086259078,0.37623318116243
"Site_0181",404587.000418845,4606521.99984188,32616,-0.112876768150474,-0.656474918297123,1.29741576743148
"Site_0182",405587.000418845,4606521.99984188,32616,0.102045536919778,-0.702709111696782,-0.235159827618153
"Site_0183",406587.000418845,4606521.99984188,32616,-0.201469005588851,-0.717579857596432,-0.641528224691752
"Site_0184",407587.000418845,4606521.99984188,32616,-0.507048222546316,-0.704161042517321,0.633100874502048
"Site_0185",408587.000418845,4606521.99984188,32616,-0.370032992191017,-0.618072270988721,2.51865219615842
"Site_0186",409587.000418845,4606521.99984188,32616,-0.460802048186838,-0.4009971628666,1.83916686993291
"Site_0187",410587.000418845,4606521.99984188,32616,-1.00358333136688,-0.661649841855119,0.3529349995043
"Site_0188",411587.000418845,4606521.99984188,32616,-0.597987432640453,-0.72797371593779,-0.648962950610858
"Site_0189",412587.000418845,4606521.99984188,32616,-0.959025120615627,-0.670022816744768,1.25236608664283
"Site_0190",413587.000418845,4606521.99984188,32616,-0.843243586446511,-0.627032769773643,1.42109904916717
"Site_0191",414587.000418845,4606521.99984188,32616,-0.64553204339132,-0.621624494073277,0.0956511302011939
"Site_0192",415587.000418845,4606521.99984188,32616,-1.24148577288021,-0.727740471287949,0.400340099554305
"Site_0193",416587.000418845,4606521.99984188,32616,-1.81410863219831,-0.682757804290512,0.356715988815025
"Site_0194",417587.000418845,4606521.99984188,32616,-1.49615192980311,-0.742635590009276,0.391387423710315
"Site_0195",418587.000418845,4606521.99984188,32616,-0.870247308946624,-0.558480361866785,0.281755500238081
"Site_0196",419587.000418845,4606521.99984188,32616,-0.613297488794011,-0.38248449973483,-0.322805823416805
"Site_0197",420587.000418845,4606521.99984188,32616,-0.423314315922214,-0.475810754470634,-0.39025313619514
"Site_0198",421587.000418845,4606521.99984188,32616,-0.187818462243937,-0.487349566166243,-0.119728553598347
"Site_0199",422587.000418845,4606521.99984188,32616,-0.60632070869449,-0.603414301628451,-0.409198672354348
"Site_0200",423587.000418845,4606521.99984188,32616,-1.10002895654736,-0.64056035790082,-0.212368056112221
"Site_0201",395587.000418845,4607521.99984188,32616,-0.787258216710844,-0.639194776614826,-0.953829863183499
"Site_0202",396587.000418845,4607521.99984188,32616,-0.466019261228814,-0.399044706515233,-0.378813475381779
"Site_0203",397587.000418845,4607521.99984188,32616,-0.0845072949105501,-0.378298594015183,0.209845559589649
"Site_0204",398587.000418845,4607521.99984188,32616,-0.171708281134615,-0.524899264495466,0.300227362189878
"Site_0205",399587.000418845,4607521.99984188,32616,-0.421854378557468,-0.652278839738026,0.189029533031449
"Site_0206",400587.000418845,4607521.99984188,32616,-1.09976163897278,-0.536004799211354,0.219105035500368
"Site_0207",401587.000418845,4607521.99984188,32616,-1.49678418844816,-0.682731521384631,-0.480427997060737
"Site_0208",402587.000418845,4607521.99984188,32616,-1.03931317991383,-0.635976093858622,-0.142272268814747
"Site_0209",403587.000418845,4607521.99984188,32616,-0.0349215069578807,-0.44199175019652,0.0360393838611425
"Site_0210",404587.000418845,4607521.99984188,32616,0.196137960709152,-0.488993647671545,-0.194212360127084
"Site_0211",405587.000418845,4607521.99984188,32616,0.245449792093624,-0.642007222327364,-0.476810467175034
"Site_0212",406587.000418845,4607521.99984188,32616,0.0445279764417605,-0.731318239018163,-0.412796851411539
"Site_0213",407587.000418845,4607521.99984188,32616,-0.126687695062769,-0.715008370801436,0.482265682103404
"Site_0214",408587.000418845,4607521.99984188,32616,-0.395699328024929,-0.552519464902664,1.47755528552475
"Site_0215",409587.000418845,4607521.99984188,32616,-0.663432867119882,-0.435975579903433,1.01688708886399
"Site_0216",410587.000418845,4607521.99984188,32616,-1.27938777371961,-0.708334742904821,0.0742728556893065
"Site_0217",411587.000418845,4607521.99984188,32616,-0.982119474070845,-0.735612066786858,-0.529272713362935
"Site_0218",412587.000418845,4607521.99984188,32616,-1.0922308404726,-0.60441048155372,0.593968220640617
"Site_0219",413587.000418845,4607521.99984188,32616,-1.40637902900658,-0.7305001307036,1.57844727783994
"Site_0220",414587.000418845,4607521.99984188,32616,-0.760088537674293,-0.722640469704081,0.368396248311746
"Site_0221",415587.000418845,4607521.99984188,32616,-0.853244280930229,-0.716170516983977,0.209845559589649
"Site_0222",416587.000418845,4607521.99984188,32616,-1.39284153682347,-0.716386516458864,0.727113742073539
"Site_0223",417587.000418845,4607521.99984188,32616,-1.47225198538913,-0.575061297160035,0.711111368599937
"Site_0224",418587.000418845,4607521.99984188,32616,-0.916862115342704,-0.727494650632917,0.914062891272391
"Site_0225",419587.000418845,4607521.99984188,32616,-0.657330200730435,-0.510104824408624,0.618058815690605
"Site_0226",420587.000418845,4607521.99984188,32616,-0.387018679420679,-0.615139619131601,-0.216346475901784
"Site_0227",421587.000418845,4607521.99984188,32616,-0.398649544959321,-0.471176536724449,-0.0510509661540045
"Site_0228",422587.000418845,4607521.99984188,32616,-0.532984868935487,-0.396348941161891,-0.281096075576521
"Site_0229",423587.000418845,4607521.99984188,32616,-0.792965019434798,-0.510058094977103,-0.0746411231655492
"Site_0230",395587.000418845,4608521.99984188,32616,-0.759625416262967,-0.631853619574068,-0.674976463268544
"Site_0231",396587.000418845,4608521.99984188,32616,-0.514355302662515,-0.553950945845437,-0.359327948946198
"Site_0232",397587.000418845,4608521.99984188,32616,-0.0743728017699006,-0.614880310784285,0.365723110036344
"Site_0233",398587.000418845,4608521.99984188,32616,0.118723009772122,-0.548348261097417,0.169907308140049
"Site_0234",399587.000418845,4608521.99984188,32616,-0.214343718883845,-0.734427131449034,-0.0448462224873187
"Site_0235",400587.000418845,4608521.99984188,32616,-1.08758437086057,-0.669074888670357,0.33639303191229
"Site_0236",401587.000418845,4608521.99984188,32616,-1.70583357464607,-0.607399125027544,-0.291599882767265
"Site_0237",402587.000418845,4608521.99984188,32616,-1.02205951655184,-0.700365735642377,-0.0298213791938318
"Site_0238",403587.000418845,4608521.99984188,32616,-0.0890303480354548,-0.523074622900397,0.106015162113534
"Site_0239",404587.000418845,4608521.99984188,32616,-0.00163358759278986,-0.285167156326006,0.456763982767843
"Site_0240",405587.000418845,4608521.99984188,32616,0.250550954475647,-0.377865783800974,0.448430741825881
"Site_0241",406587.000418845,4608521.99984188,32616,0.504885415713721,-0.481334548027237,-0.388768550071133
"Site_0242",407587.000418845,4608521.99984188,32616,0.301145531345995,-0.561362315397536,-0.0911764153833355
"Site_0243",408587.000418845,4608521.99984188,32616,-0.410355391622933,-0.745313933894536,0.136082054361306
"Site_0244",409587.000418845,4608521.99984188,32616,-0.735469874255783,-0.54363728030742,0.24680933292945
"Site_0245",410587.000418845,4608521.99984188,32616,-1.02595097556164,-0.448251024068814,-0.679318756795985
"Site_0246",411587.000418845,4608521.99984188,32616,-1.70397219369014,-0.707515631862627,-0.562281229371881
"Site_0247",412587.000418845,4608521.99984188,32616,-2.12495852804257,-0.683746440562788,0.721525274281678
"Site_0248",413587.000418845,4608521.99984188,32616,-1.89357151256201,-0.678887919962932,1.51000980275388
"Site_0249",414587.000418845,4608521.99984188,32616,-1.39642121924941,-0.653912762913659,1.02362472654395
"Site_0250",415587.000418845,4608521.99984188,32616,-0.736325510274667,-0.743082272228718,0.620456762673427
"Site_0251",416587.000418845,4608521.99984188,32616,-1.2955532011002,-0.68042942526955,1.13896221265062
"Site_0252",417587.000418845,4608521.99984188,32616,-1.7692048092334,-0.445222584795644,1.28366991809677
"Site_0253",418587.000418845,4608521.99984188,32616,-1.55000569305875,-0.675552246009484,1.50013778006778
"Site_0254",419587.000418845,4608521.99984188,32616,-1.06937306186797,-0.555101265960433,1.47615547282575
"Site_0255",420587.000418845,4608521.99984188,32616,-0.669764844970871,-0.665602165387683,0.733661537785767
"Site_0256",421587.000418845,4608521.99984188,32616,-0.566416420823762,-0.62570145030612,0.0637894972927405
"Site_0257",422587.000418845,4608521.99984188,32616,-0.0573767890016076,-0.364916613172305,-0.247476273157944
"Site_0258",423587.000418845,4608521.99984188,32616,-0.214101875302283,-0.376454996730923,-0.249184522531402
"Site_0259",395587.000418845,4609521.99984188,32616,-0.674464875418651,-0.55590229232487,-0.131715982378701
"Site_0260",396587.000418845,4609521.99984188,32616,-0.502046485261077,-0.636893057328048,-0.109680847430878
"Site_0261",397587.000418845,4609521.99984188,32616,-0.0466704183087282,-0.621414872811015,0.200975712199799
"Site_0262",398587.000418845,4609521.99984188,32616,0.174644257332872,-0.671126212575464,0.257749987350747
"Site_0263",399587.000418845,4609521.99984188,32616,0.0805768464228361,-0.657957178646283,-0.257938537936977
"Site_0264",400587.000418845,4609521.99984188,32616,-0.85713647866284,-0.730010216639237,-0.0851574337441538
"Site_0265",401587.000418845,4609521.99984188,32616,-1.40557324386852,-0.47750350892531,-0.442855138366737
"Site_0266",402587.000418845,4609521.99984188,32616,-1.07700697190978,-0.692629729247519,0.455949617443101
"Site_0267",403587.000418845,4609521.99984188,32616,-0.290838886988334,-0.649193057008364,0.797832999633371
"Site_0268",404587.000418845,4609521.99984188,32616,0.125840803101105,-0.522407020857047,1.41117035248435
"Site_0269",405587.000418845,4609521.99984188,32616,0.130458414371932,-0.376411714894891,1.77961290423394
"Site_0270",406587.000418845,4609521.99984188,32616,0.127547511401737,-0.208042793037653,0.432992615308055
"Site_0271",407587.000418845,4609521.99984188,32616,0.25200723244164,-0.37468700222434,0.24680933292945
