"Site","x","y","crs"
"Site_0903",455587.000418845,4612521.99984188,32616
"Site_0904",414587.000418845,4613521.99984188,32616
"Site_0905",415587.000418845,4613521.99984188,32616
"Site_0906",416587.000418845,4613521.99984188,32616
"Site_0907",417587.000418845,4613521.99984188,32616
"Site_0908",418587.000418845,4613521.99984188,32616
"Site_0909",419587.000418845,4613521.99984188,32616
"Site_0910",420587.000418845,4613521.99984188,32616
"Site_0911",421587.000418845,4613521.99984188,32616
"Site_0912",422587.000418845,4613521.99984188,32616
"Site_0913",423587.000418845,4613521.99984188,32616
"Site_0914",424587.000418845,4613521.99984188,32616
"Site_0915",425587.000418845,4613521.99984188,32616
"Site_0916",426587.000418845,4613521.99984188,32616
"Site_0917",427587.000418845,4613521.99984188,32616
"Site_0918",428587.000418845,4613521.99984188,32616
"Site_0919",429587.000418845,4613521.99984188,32616
"Site_0920",430587.000418845,4613521.99984188,32616
"Site_0921",431587.000418845,4613521.99984188,32616
"Site_0922",432587.000418845,4613521.99984188,32616
"Site_0923",433587.000418845,4613521.99984188,32616
"Site_0924",434587.000418845,4613521.99984188,32616
"Site_0925",435587.000418845,4613521.99984188,32616
"Site_0926",436587.000418845,4613521.99984188,32616
"Site_0927",437587.000418845,4613521.99984188,32616
"Site_0928",438587.000418845,4613521.99984188,32616
"Site_0929",439587.000418845,4613521.99984188,32616
"Site_0930",440587.000418845,4613521.99984188,32616
"Site_0931",441587.000418845,4613521.99984188,32616
"Site_0932",442587.000418845,4613521.99984188,32616
"Site_0933",443587.000418845,4613521.99984188,32616
"Site_0934",444587.000418845,4613521.99984188,32616
"Site_0935",445587.000418845,4613521.99984188,32616
"Site_0936",446587.000418845,4613521.99984188,32616
"Site_0937",447587.000418845,4613521.99984188,32616
"Site_0938",448587.000418845,4613521.99984188,32616
"Site_0939",449587.000418845,4613521.99984188,32616
"Site_0940",450587.000418845,4613521.99984188,32616
"Site_0941",451587.000418845,4613521.99984188,32616
"Site_0942",452587.000418845,4613521.99984188,32616
"Site_0943",453587.000418845,4613521.99984188,32616
"Site_0944",454587.000418845,4613521.99984188,32616
"Site_0945",455587.000418845,4613521.99984188,32616
"Site_0946",414587.000418845,4614521.99984188,32616
"Site_0947",415587.000418845,4614521.99984188,32616
"Site_0948",416587.000418845,4614521.99984188,32616
"Site_0949",417587.000418845,4614521.99984188,32616
"Site_0950",418587.000418845,4614521.99984188,32616
"Site_0951",419587.000418845,4614521.99984188,32616
"Site_0952",420587.000418845,4614521.99984188,32616
"Site_0953",421587.000418845,4614521.99984188,32616
"Site_0954",422587.000418845,4614521.99984188,32616
"Site_0955",423587.000418845,4614521.99984188,32616
"Site_0956",424587.000418845,4614521.99984188,32616
"Site_0957",425587.000418845,4614521.99984188,32616
"Site_0958",426587.000418845,4614521.99984188,32616
"Site_0959",427587.000418845,4614521.99984188,32616
"Site_0960",428587.000418845,4614521.99984188,32616
"Site_0961",429587.000418845,4614521.99984188,32616
"Site_0962",430587.000418845,4614521.99984188,32616
"Site_0963",431587.000418845,4614521.99984188,32616
"Site_0964",432587.000418845,4614521.99984188,32616
"Site_0965",433587.000418845,4614521.99984188,32616
"Site_0966",434587.000418845,4614521.99984188,32616
"Site_0967",435587.000418845,4614521.99984188,32616
"Site_0968",436587.000418845,4614521.99984188,32616
"Site_0969",437587.000418845,4614521.99984188,32616
"Site_0970",438587.000418845,4614521.99984188,32616
"Site_0971",439587.000418845,4614521.99984188,32616
"Site_0972",440587.000418845,4614521.99984188,32616
"Site_0973",441587.000418845,4614521.99984188,32616
"Site_0974",442587.000418845,4614521.99984188,32616
"Site_0975",443587.000418845,4614521.99984188,32616
"Site_0976",444587.000418845,4614521.99984188,32616
"Site_0977",445587.000418845,4614521.99984188,32616
"Site_0978",446587.000418845,4614521.99984188,32616
"Site_0979",447587.000418845,4614521.99984188,32616
"Site_0980",448587.000418845,4614521.99984188,32616
"Site_0981",449587.000418845,4614521.99984188,32616
"Site_0982",450587.000418845,4614521.99984188,32616
"Site_0983",451587.000418845,4614521.99984188,32616
"Site_0984",452587.000418845,4614521.99984188,32616
"Site_0985",453587.000418845,4614521.99984188,32616
"Site_0986",454587.000418845,4614521.99984188,32616
"Site_0987",455587.000418845,4614521.99984188,32616
"Site_0988",420587.000418845,4615521.99984188,32616
"Site_0989",421587.000418845,4615521.99984188,32616
"Site_0990",422587.000418845,4615521.99984188,32616
"Site_0991",423587.000418845,4615521.99984188,32616
"Site_0992",424587.000418845,4615521.99984188,32616
"Site_0993",425587.000418845,4615521.99984188,32616
"Site_0994",426587.000418845,4615521.99984188,32616
"Site_0995",427587.000418845,4615521.99984188,32616
"Site_0996",428587.000418845,4615521.99984188,32616
"Site_0997",429587.000418845,4615521.99984188,32616
"Site_0998",430587.000418845,4615521.99984188,32616
"Site_0999",431587.000418845,4615521.99984188,32616
"Site_1000",432587.000418845,4615521.99984188,32616
"Site_1001",433587.000418845,4615521.99984188,32616
"Site_1002",434587.000418845,4615521.99984188,32616
"Site_1003",435587.000418845,4615521.99984188,32616
"Site_1004",436587.000418845,4615521.99984188,32616
"Site_1005",437587.000418845,4615521.99984188,32616
"Site_1006",438587.000418845,4615521.99984188,32616
"Site_1007",439587.000418845,4615521.99984188,32616
"Site_1008",440587.000418845,4615521.99984188,32616
"Site_1009",441587.000418845,4615521.99984188,32616
"Site_1010",442587.000418845,4615521.99984188,32616
"Site_1011",443587.000418845,4615521.99984188,32616
"Site_1012",444587.000418845,4615521.99984188,32616
"Site_1013",445587.000418845,4615521.99984188,32616
"Site_1014",446587.000418845,4615521.99984188,32616
"Site_1015",447587.000418845,4615521.99984188,32616
"Site_1016",448587.000418845,4615521.99984188,32616
"Site_1017",449587.000418845,4615521.99984188,32616
"Site_1018",450587.000418845,4615521.99984188,32616
"Site_1019",451587.000418845,4615521.99984188,32616
"Site_1020",452587.000418845,4615521.99984188,32616
"Site_1021",453587.000418845,4615521.99984188,32616
"Site_1022",454587.000418845,4615521.99984188,32616
"Site_1023",455587.000418845,4615521.99984188,32616
"Site_1024",421587.000418845,4616521.99984188,32616
"Site_1025",422587.000418845,4616521.99984188,32616
"Site_1026",423587.000418845,4616521.99984188,32616
"Site_1027",424587.000418845,4616521.99984188,32616
"Site_1028",425587.000418845,4616521.99984188,32616
"Site_1029",426587.000418845,4616521.99984188,32616
"Site_1030",427587.000418845,4616521.99984188,32616
"Site_1031",428587.000418845,4616521.99984188,32616
"Site_1032",429587.000418845,4616521.99984188,32616
"Site_1033",430587.000418845,4616521.99984188,32616
"Site_1034",431587.000418845,4616521.99984188,32616
"Site_1035",432587.000418845,4616521.99984188,32616
"Site_1036",433587.000418845,4616521.99984188,32616
"Site_1037",434587.000418845,4616521.99984188,32616
"Site_1038",435587.000418845,4616521.99984188,32616
"Site_1039",436587.000418845,4616521.99984188,32616
"Site_1040",437587.000418845,4616521.99984188,32616
"Site_1041",438587.000418845,4616521.99984188,32616
"Site_1042",439587.000418845,4616521.99984188,32616
"Site_1043",440587.000418845,4616521.99984188,32616
"Site_1044",441587.000418845,4616521.99984188,32616
"Site_1045",442587.000418845,4616521.99984188,32616
"Site_1046",443587.000418845,4616521.99984188,32616
"Site_1047",444587.000418845,4616521.99984188,32616
"Site_1048",445587.000418845,4616521.99984188,32616
"Site_1049",446587.000418845,4616521.99984188,32616
"Site_1050",447587.000418845,4616521.99984188,32616
"Site_1051",448587.000418845,4616521.99984188,32616
"Site_1052",449587.000418845,4616521.99984188,32616
"Site_1053",450587.000418845,4616521.99984188,32616
"Site_1054",451587.000418845,4616521.99984188,32616
"Site_1055",452587.000418845,4616521.99984188,32616
"Site_1056",453587.000418845,4616521.99984188,32616
"Site_1057",454587.000418845,4616521.99984188,32616
"Site_1058",455587.000418845,4616521.99984188,32616
"Site_1059",422587.000418845,4617521.99984188,32616
"Site_1060",423587.000418845,4617521.99984188,32616
"Site_1061",424587.000418845,4617521.99984188,32616
"Site_1062",425587.000418845,4617521.99984188,32616
"Site_1063",426587.000418845,4617521.99984188,32616
"Site_1064",427587.000418845,4617521.99984188,32616
"Site_1065",428587.000418845,4617521.99984188,32616
"Site_1066",429587.000418845,4617521.99984188,32616
"Site_1067",430587.000418845,4617521.99984188,32616
"Site_1068",431587.000418845,4617521.99984188,32616
"Site_1069",432587.000418845,4617521.99984188,32616
"Site_1070",433587.000418845,4617521.99984188,32616
"Site_1071",434587.000418845,4617521.99984188,32616
"Site_1072",435587.000418845,4617521.99984188,32616
"Site_1073",436587.000418845,4617521.99984188,32616
"Site_1074",437587.000418845,4617521.99984188,32616
"Site_1075",438587.000418845,4617521.99984188,32616
"Site_1076",439587.000418845,4617521.99984188,32616
"Site_1077",440587.000418845,4617521.99984188,32616
"Site_1078",441587.000418845,4617521.99984188,32616
"Site_1079",442587.000418845,4617521.99984188,32616
"Site_1080",443587.000418845,4617521.99984188,32616
"Site_1081",444587.000418845,4617521.99984188,32616
"Site_1082",445587.000418845,4617521.99984188,32616
"Site_1083",446587.000418845,4617521.99984188,32616
"Site_1084",447587.000418845,4617521.99984188,32616
"Site_1085",448587.000418845,4617521.99984188,32616
"Site_1086",449587.000418845,4617521.99984188,32616
"Site_1087",450587.000418845,4617521.99984188,32616
"Site_1088",451587.000418845,4617521.99984188,32616
"Site_1089",452587.000418845,4617521.99984188,32616
"Site_1090",453587.000418845,4617521.99984188,32616
"Site_1091",454587.000418845,4617521.99984188,32616
"Site_1092",455587.000418845,4617521.99984188,32616
"Site_1093",423587.000418845,4618521.99984188,32616
"Site_1094",424587.000418845,4618521.99984188,32616
"Site_1095",425587.000418845,4618521.99984188,32616
"Site_1096",426587.000418845,4618521.99984188,32616
"Site_1097",427587.000418845,4618521.99984188,32616
"Site_1098",428587.000418845,4618521.99984188,32616
"Site_1099",429587.000418845,4618521.99984188,32616
"Site_1100",430587.000418845,4618521.99984188,32616
"Site_1101",431587.000418845,4618521.99984188,32616
"Site_1102",432587.000418845,4618521.99984188,32616
"Site_1103",433587.000418845,4618521.99984188,32616
"Site_1104",434587.000418845,4618521.99984188,32616
"Site_1105",435587.000418845,4618521.99984188,32616
"Site_1106",436587.000418845,4618521.99984188,32616
"Site_1107",437587.000418845,4618521.99984188,32616
"Site_1108",438587.000418845,4618521.99984188,32616
"Site_1109",439587.000418845,4618521.99984188,32616
"Site_1110",440587.000418845,4618521.99984188,32616
"Site_1111",441587.000418845,4618521.99984188,32616
"Site_1112",442587.000418845,4618521.99984188,32616
"Site_1113",443587.000418845,4618521.99984188,32616
"Site_1114",444587.000418845,4618521.99984188,32616
"Site_1115",445587.000418845,4618521.99984188,32616
"Site_1116",446587.000418845,4618521.99984188,32616
"Site_1117",447587.000418845,4618521.99984188,32616
"Site_1118",448587.000418845,4618521.99984188,32616
"Site_1119",449587.000418845,4618521.99984188,32616
"Site_1120",450587.000418845,4618521.99984188,32616
"Site_1121",451587.000418845,4618521.99984188,32616
"Site_1122",452587.000418845,4618521.99984188,32616
"Site_1123",453587.000418845,4618521.99984188,32616
"Site_1124",454587.000418845,4618521.99984188,32616
"Site_1125",455587.000418845,4618521.99984188,32616
"Site_1126",424587.000418845,4619521.99984188,32616
"Site_1127",425587.000418845,4619521.99984188,32616
"Site_1128",426587.000418845,4619521.99984188,32616
"Site_1129",427587.000418845,4619521.99984188,32616
"Site_1130",428587.000418845,4619521.99984188,32616
"Site_1131",429587.000418845,4619521.99984188,32616
"Site_1132",430587.000418845,4619521.99984188,32616
"Site_1133",431587.000418845,4619521.99984188,32616
"Site_1134",432587.000418845,4619521.99984188,32616
"Site_1135",433587.000418845,4619521.99984188,32616
"Site_1136",434587.000418845,4619521.99984188,32616
"Site_1137",435587.000418845,4619521.99984188,32616
"Site_1138",436587.000418845,4619521.99984188,32616
"Site_1139",437587.000418845,4619521.99984188,32616
"Site_1140",438587.000418845,4619521.99984188,32616
"Site_1141",439587.000418845,4619521.99984188,32616
"Site_1142",440587.000418845,4619521.99984188,32616
"Site_1143",441587.000418845,4619521.99984188,32616
"Site_1144",442587.000418845,4619521.99984188,32616
"Site_1145",443587.000418845,4619521.99984188,32616
"Site_1146",444587.000418845,4619521.99984188,32616
"Site_1147",445587.000418845,4619521.99984188,32616
"Site_1148",446587.000418845,4619521.99984188,32616
"Site_1149",447587.000418845,4619521.99984188,32616
"Site_1150",448587.000418845,4619521.99984188,32616
"Site_1151",449587.000418845,4619521.99984188,32616
"Site_1152",450587.000418845,4619521.99984188,32616
"Site_1153",451587.000418845,4619521.99984188,32616
"Site_1154",452587.000418845,4619521.99984188,32616
"Site_1155",453587.000418845,4619521.99984188,32616
"Site_1156",454587.000418845,4619521.99984188,32616
"Site_1157",455587.000418845,4619521.99984188,32616
"Site_1158",424587.000418845,4620521.99984188,32616
"Site_1159",425587.000418845,4620521.99984188,32616
"Site_1160",426587.000418845,4620521.99984188,32616
"Site_1161",427587.000418845,4620521.99984188,32616
"Site_1162",428587.000418845,4620521.99984188,32616
"Site_1163",429587.000418845,4620521.99984188,32616
"Site_1164",430587.000418845,4620521.99984188,32616
"Site_1165",431587.000418845,4620521.99984188,32616
"Site_1166",432587.000418845,4620521.99984188,32616
"Site_1167",433587.000418845,4620521.99984188,32616
"Site_1168",434587.000418845,4620521.99984188,32616
"Site_1169",435587.000418845,4620521.99984188,32616
"Site_1170",436587.000418845,4620521.99984188,32616
"Site_1171",437587.000418845,4620521.99984188,32616
"Site_1172",438587.000418845,4620521.99984188,32616
"Site_1173",439587.000418845,4620521.99984188,32616
"Site_1174",440587.000418845,4620521.99984188,32616
"Site_1175",441587.000418845,4620521.99984188,32616
"Site_1176",442587.000418845,4620521.99984188,32616
"Site_1177",443587.000418845,4620521.99984188,32616
"Site_1178",444587.000418845,4620521.99984188,32616
"Site_1179",445587.000418845,4620521.99984188,32616
"Site_1180",446587.000418845,4620521.99984188,32616
"Site_1181",447587.000418845,4620521.99984188,32616
"Site_1182",448587.000418845,4620521.99984188,32616
"Site_1183",449587.000418845,4620521.99984188,32616
"Site_1184",450587.000418845,4620521.99984188,32616
"Site_1185",451587.000418845,4620521.99984188,32616
"Site_1186",452587.000418845,4620521.99984188,32616
"Site_1187",453587.000418845,4620521.99984188,32616
"Site_1188",454587.000418845,4620521.99984188,32616
"Site_1189",455587.000418845,4620521.99984188,32616
"Site_1190",424587.000418845,4621521.99984188,32616
"Site_1191",425587.000418845,4621521.99984188,32616
"Site_1192",426587.000418845,4621521.99984188,32616
"Site_1193",427587.000418845,4621521.99984188,32616
"Site_1194",428587.000418845,4621521.99984188,32616
"Site_1195",429587.000418845,4621521.99984188,32616
"Site_1196",430587.000418845,4621521.99984188,32616
"Site_1197",431587.000418845,4621521.99984188,32616
"Site_1198",432587.000418845,4621521.99984188,32616
"Site_1199",433587.000418845,4621521.99984188,32616
"Site_1200",434587.000418845,4621521.99984188,32616
"Site_1201",435587.000418845,4621521.99984188,32616
"Site_1202",436587.000418845,4621521.99984188,32616
"Site_1203",437587.000418845,4621521.99984188,32616
"Site_1204",438587.000418845,4621521.99984188,32616
"Site_1205",439587.000418845,4621521.99984188,32616
"Site_1206",440587.000418845,4621521.99984188,32616
"Site_1207",441587.000418845,4621521.99984188,32616
"Site_1208",442587.000418845,4621521.99984188,32616
"Site_1209",443587.000418845,4621521.99984188,32616
"Site_1210",444587.000418845,4621521.99984188,32616
"Site_1211",445587.000418845,4621521.99984188,32616
"Site_1212",446587.000418845,4621521.99984188,32616
"Site_1213",447587.000418845,4621521.99984188,32616
"Site_1214",448587.000418845,4621521.99984188,32616
"Site_1215",449587.000418845,4621521.99984188,32616
"Site_1216",450587.000418845,4621521.99984188,32616
"Site_1217",451587.000418845,4621521.99984188,32616
"Site_1218",452587.000418845,4621521.99984188,32616
"Site_1219",453587.000418845,4621521.99984188,32616
"Site_1220",454587.000418845,4621521.99984188,32616
"Site_1221",455587.000418845,4621521.99984188,32616
"Site_1222",424587.000418845,4622521.99984188,32616
"Site_1223",425587.000418845,4622521.99984188,32616
"Site_1224",426587.000418845,4622521.99984188,32616
"Site_1225",427587.000418845,4622521.99984188,32616
"Site_1226",428587.000418845,4622521.99984188,32616
"Site_1227",429587.000418845,4622521.99984188,32616
"Site_1228",430587.000418845,4622521.99984188,32616
"Site_1229",431587.000418845,4622521.99984188,32616
"Site_1230",432587.000418845,4622521.99984188,32616
"Site_1231",433587.000418845,4622521.99984188,32616
"Site_1232",434587.000418845,4622521.99984188,32616
"Site_1233",435587.000418845,4622521.99984188,32616
"Site_1234",436587.000418845,4622521.99984188,32616
"Site_1235",437587.000418845,4622521.99984188,32616
"Site_1236",438587.000418845,4622521.99984188,32616
"Site_1237",439587.000418845,4622521.99984188,32616
"Site_1238",440587.000418845,4622521.99984188,32616
"Site_1239",441587.000418845,4622521.99984188,32616
"Site_1240",442587.000418845,4622521.99984188,32616
"Site_1241",443587.000418845,4622521.99984188,32616
"Site_1242",444587.000418845,4622521.99984188,32616
"Site_1243",445587.000418845,4622521.99984188,32616
"Site_1244",446587.000418845,4622521.99984188,32616
"Site_1245",447587.000418845,4622521.99984188,32616
"Site_1246",448587.000418845,4622521.99984188,32616
"Site_1247",449587.000418845,4622521.99984188,32616
"Site_1248",450587.000418845,4622521.99984188,32616
"Site_1249",451587.000418845,4622521.99984188,32616
"Site_1250",452587.000418845,4622521.99984188,32616
"Site_1251",453587.000418845,4622521.99984188,32616
"Site_1252",454587.000418845,4622521.99984188,32616
"Site_1253",424587.000418845,4623521.99984188,32616
"Site_1254",425587.000418845,4623521.99984188,32616
"Site_1255",426587.000418845,4623521.99984188,32616
"Site_1256",427587.000418845,4623521.99984188,32616
"Site_1257",428587.000418845,4623521.99984188,32616
"Site_1258",429587.000418845,4623521.99984188,32616
"Site_1259",430587.000418845,4623521.99984188,32616
"Site_1260",431587.000418845,4623521.99984188,32616
"Site_1261",432587.000418845,4623521.99984188,32616
"Site_1262",433587.000418845,4623521.99984188,32616
"Site_1263",434587.000418845,4623521.99984188,32616
"Site_1264",435587.000418845,4623521.99984188,32616
"Site_1265",436587.000418845,4623521.99984188,32616
"Site_1266",437587.000418845,4623521.99984188,32616
"Site_1267",438587.000418845,4623521.99984188,32616
"Site_1268",439587.000418845,4623521.99984188,32616
"Site_1269",440587.000418845,4623521.99984188,32616
"Site_1270",441587.000418845,4623521.99984188,32616
"Site_1271",442587.000418845,4623521.99984188,32616
"Site_1272",443587.000418845,4623521.99984188,32616
"Site_1273",444587.000418845,4623521.99984188,32616
"Site_1274",445587.000418845,4623521.99984188,32616
"Site_1275",446587.000418845,4623521.99984188,32616
"Site_1276",447587.000418845,4623521.99984188,32616
"Site_1277",448587.000418845,4623521.99984188,32616
"Site_1278",449587.000418845,4623521.99984188,32616
"Site_1279",450587.000418845,4623521.99984188,32616
"Site_1280",451587.000418845,4623521.99984188,32616
"Site_1281",452587.000418845,4623521.99984188,32616
"Site_1282",453587.000418845,4623521.99984188,32616
"Site_1283",424587.000418845,4624521.99984188,32616
"Site_1284",425587.000418845,4624521.99984188,32616
"Site_1285",426587.000418845,4624521.99984188,32616
"Site_1286",427587.000418845,4624521.99984188,32616
"Site_1287",428587.000418845,4624521.99984188,32616
"Site_1288",429587.000418845,4624521.99984188,32616
"Site_1289",430587.000418845,4624521.99984188,32616
"Site_1290",431587.000418845,4624521.99984188,32616
"Site_1291",432587.000418845,4624521.99984188,32616
"Site_1292",433587.000418845,4624521.99984188,32616
"Site_1293",434587.000418845,4624521.99984188,32616
"Site_1294",435587.000418845,4624521.99984188,32616
"Site_1295",436587.000418845,4624521.99984188,32616
"Site_1296",437587.000418845,4624521.99984188,32616
"Site_1297",438587.000418845,4624521.99984188,32616
"Site_1298",439587.000418845,4624521.99984188,32616
"Site_1299",440587.000418845,4624521.99984188,32616
"Site_1300",441587.000418845,4624521.99984188,32616
"Site_1301",442587.000418845,4624521.99984188,32616
"Site_1302",443587.000418845,4624521.99984188,32616
"Site_1303",444587.000418845,4624521.99984188,32616
"Site_1304",445587.000418845,4624521.99984188,32616
"Site_1305",446587.000418845,4624521.99984188,32616
"Site_1306",447587.000418845,4624521.99984188,32616
"Site_1307",448587.000418845,4624521.99984188,32616
"Site_1308",449587.000418845,4624521.99984188,32616
"Site_1309",450587.000418845,4624521.99984188,32616
"Site_1310",451587.000418845,4624521.99984188,32616
"Site_1311",452587.000418845,4624521.99984188,32616
"Site_1312",424587.000418845,4625521.99984188,32616
"Site_1313",425587.000418845,4625521.99984188,32616
"Site_1314",426587.000418845,4625521.99984188,32616
"Site_1315",427587.000418845,4625521.99984188,32616
"Site_1316",428587.000418845,4625521.99984188,32616
"Site_1317",429587.000418845,4625521.99984188,32616
"Site_1318",430587.000418845,4625521.99984188,32616
"Site_1319",431587.000418845,4625521.99984188,32616
"Site_1320",432587.000418845,4625521.99984188,32616
"Site_1321",433587.000418845,4625521.99984188,32616
"Site_1322",434587.000418845,4625521.99984188,32616
"Site_1323",435587.000418845,4625521.99984188,32616
"Site_1324",436587.000418845,4625521.99984188,32616
"Site_1325",437587.000418845,4625521.99984188,32616
"Site_1326",438587.000418845,4625521.99984188,32616
"Site_1327",439587.000418845,4625521.99984188,32616
"Site_1328",440587.000418845,4625521.99984188,32616
"Site_1329",441587.000418845,4625521.99984188,32616
"Site_1330",442587.000418845,4625521.99984188,32616
"Site_1331",443587.000418845,4625521.99984188,32616
"Site_1332",444587.000418845,4625521.99984188,32616
"Site_1333",445587.000418845,4625521.99984188,32616
"Site_1334",446587.000418845,4625521.99984188,32616
"Site_1335",447587.000418845,4625521.99984188,32616
"Site_1336",448587.000418845,4625521.99984188,32616
"Site_1337",449587.000418845,4625521.99984188,32616
"Site_1338",450587.000418845,4625521.99984188,32616
"Site_1339",451587.000418845,4625521.99984188,32616
"Site_1340",424587.000418845,4626521.99984188,32616
"Site_1341",425587.000418845,4626521.99984188,32616
"Site_1342",426587.000418845,4626521.99984188,32616
"Site_1343",427587.000418845,4626521.99984188,32616
"Site_1344",428587.000418845,4626521.99984188,32616
"Site_1345",429587.000418845,4626521.99984188,32616
"Site_1346",430587.000418845,4626521.99984188,32616
"Site_1347",431587.000418845,4626521.99984188,32616
"Site_1348",432587.000418845,4626521.99984188,32616
"Site_1349",433587.000418845,4626521.99984188,32616
"Site_1350",434587.000418845,4626521.99984188,32616
"Site_1351",435587.000418845,4626521.99984188,32616
"Site_1352",436587.000418845,4626521.99984188,32616
"Site_1353",437587.000418845,4626521.99984188,32616
"Site_1354",438587.000418845,4626521.99984188,32616
"Site_1355",439587.000418845,4626521.99984188,32616
"Site_1356",440587.000418845,4626521.99984188,32616
"Site_1357",441587.000418845,4626521.99984188,32616
"Site_1358",442587.000418845,4626521.99984188,32616
"Site_1359",443587.000418845,4626521.99984188,32616
"Site_1360",444587.000418845,4626521.99984188,32616
"Site_1361",445587.000418845,4626521.99984188,32616
"Site_1362",446587.000418845,4626521.99984188,32616
"Site_1363",447587.000418845,4626521.99984188,32616
"Site_1364",448587.000418845,4626521.99984188,32616
"Site_1365",449587.000418845,4626521.99984188,32616
"Site_1366",450587.000418845,4626521.99984188,32616
"Site_1367",424587.000418845,4627521.99984188,32616
"Site_1368",425587.000418845,4627521.99984188,32616
"Site_1369",426587.000418845,4627521.99984188,32616
"Site_1370",427587.000418845,4627521.99984188,32616
"Site_1371",428587.000418845,4627521.99984188,32616
"Site_1372",429587.000418845,4627521.99984188,32616
"Site_1373",430587.000418845,4627521.99984188,32616
"Site_1374",431587.000418845,4627521.99984188,32616
"Site_1375",432587.000418845,4627521.99984188,32616
"Site_1376",433587.000418845,4627521.99984188,32616
"Site_1377",434587.000418845,4627521.99984188,32616
"Site_1378",435587.000418845,4627521.99984188,32616
"Site_1379",436587.000418845,4627521.99984188,32616
"Site_1380",437587.000418845,4627521.99984188,32616
"Site_1381",438587.000418845,4627521.99984188,32616
"Site_1382",439587.000418845,4627521.99984188,32616
"Site_1383",440587.000418845,4627521.99984188,32616
"Site_1384",441587.000418845,4627521.99984188,32616
"Site_1385",442587.000418845,4627521.99984188,32616
"Site_1386",443587.000418845,4627521.99984188,32616
"Site_1387",444587.000418845,4627521.99984188,32616
"Site_1388",445587.000418845,4627521.99984188,32616
"Site_1389",446587.000418845,4627521.99984188,32616
"Site_1390",447587.000418845,4627521.99984188,32616
"Site_1391",448587.000418845,4627521.99984188,32616
"Site_1392",449587.000418845,4627521.99984188,32616
"Site_1393",450587.000418845,4627521.99984188,32616
"Site_1394",451587.000418845,4627521.99984188,32616
"Site_1395",424587.000418845,4628521.99984188,32616
"Site_1396",425587.000418845,4628521.99984188,32616
"Site_1397",426587.000418845,4628521.99984188,32616
"Site_1398",427587.000418845,4628521.99984188,32616
"Site_1399",428587.000418845,4628521.99984188,32616
"Site_1400",429587.000418845,4628521.99984188,32616
"Site_1401",430587.000418845,4628521.99984188,32616
"Site_1402",431587.000418845,4628521.99984188,32616
"Site_1403",432587.000418845,4628521.99984188,32616
"Site_1404",433587.000418845,4628521.99984188,32616
"Site_1405",434587.000418845,4628521.99984188,32616
"Site_1406",435587.000418845,4628521.99984188,32616
"Site_1407",436587.000418845,4628521.99984188,32616
"Site_1408",437587.000418845,4628521.99984188,32616
"Site_1409",438587.000418845,4628521.99984188,32616
"Site_1410",439587.000418845,4628521.99984188,32616
"Site_1411",440587.000418845,4628521.99984188,32616
"Site_1412",441587.000418845,4628521.99984188,32616
"Site_1413",442587.000418845,4628521.99984188,32616
"Site_1414",443587.000418845,4628521.99984188,32616
"Site_1415",444587.000418845,4628521.99984188,32616
"Site_1416",445587.000418845,4628521.99984188,32616
"Site_1417",446587.000418845,4628521.99984188,32616
"Site_1418",447587.000418845,4628521.99984188,32616
"Site_1419",448587.000418845,4628521.99984188,32616
"Site_1420",449587.000418845,4628521.99984188,32616
"Site_1421",450587.000418845,4628521.99984188,32616
"Site_1422",424587.000418845,4629521.99984188,32616
"Site_1423",425587.000418845,4629521.99984188,32616
"Site_1424",426587.000418845,4629521.99984188,32616
"Site_1425",427587.000418845,4629521.99984188,32616
"Site_1426",428587.000418845,4629521.99984188,32616
"Site_1427",429587.000418845,4629521.99984188,32616
"Site_1428",430587.000418845,4629521.99984188,32616
"Site_1429",431587.000418845,4629521.99984188,32616
"Site_1430",432587.000418845,4629521.99984188,32616
"Site_1431",433587.000418845,4629521.99984188,32616
"Site_1432",434587.000418845,4629521.99984188,32616
"Site_1433",435587.000418845,4629521.99984188,32616
"Site_1434",436587.000418845,4629521.99984188,32616
"Site_1435",437587.000418845,4629521.99984188,32616
"Site_1436",438587.000418845,4629521.99984188,32616
"Site_1437",439587.000418845,4629521.99984188,32616
"Site_1438",440587.000418845,4629521.99984188,32616
"Site_1439",441587.000418845,4629521.99984188,32616
"Site_1440",442587.000418845,4629521.99984188,32616
"Site_1441",443587.000418845,4629521.99984188,32616
"Site_1442",444587.000418845,4629521.99984188,32616
"Site_1443",445587.000418845,4629521.99984188,32616
"Site_1444",446587.000418845,4629521.99984188,32616
"Site_1445",447587.000418845,4629521.99984188,32616
"Site_1446",448587.000418845,4629521.99984188,32616
"Site_1447",449587.000418845,4629521.99984188,32616
"Site_1448",450587.000418845,4629521.99984188,32616
"Site_1449",424587.000418845,4630521.99984188,32616
"Site_1450",425587.000418845,4630521.99984188,32616
"Site_1451",426587.000418845,4630521.99984188,32616
"Site_1452",427587.000418845,4630521.99984188,32616
"Site_1453",428587.000418845,4630521.99984188,32616
"Site_1454",429587.000418845,4630521.99984188,32616
"Site_1455",430587.000418845,4630521.99984188,32616
"Site_1456",431587.000418845,4630521.99984188,32616
"Site_1457",432587.000418845,4630521.99984188,32616
"Site_1458",433587.000418845,4630521.99984188,32616
"Site_1459",434587.000418845,4630521.99984188,32616
"Site_1460",435587.000418845,4630521.99984188,32616
"Site_1461",436587.000418845,4630521.99984188,32616
