"Site","x","y","crs"
"Site_0001",394587.000418845,4668521.99984188,32616
"Site_0002",395587.000418845,4668521.99984188,32616
"Site_0003",396587.000418845,4668521.99984188,32616
"Site_0004",397587.000418845,4668521.99984188,32616
"Site_0005",398587.000418845,4668521.99984188,32616
"Site_0006",399587.000418845,4668521.99984188,32616
"Site_0007",400587.000418845,4668521.99984188,32616
"Site_0008",394587.000418845,4669521.99984188,32616
"Site_0009",395587.000418845,4669521.99984188,32616
"Site_0010",396587.000418845,4669521.99984188,32616
"Site_0011",397587.000418845,4669521.99984188,32616
"Site_0012",398587.000418845,4669521.99984188,32616
"Site_0013",399587.000418845,4669521.99984188,32616
"Site_0014",400587.000418845,4669521.99984188,32616
"Site_0015",394587.000418845,4670521.99984188,32616
"Site_0016",395587.000418845,4670521.99984188,32616
"Site_0017",396587.000418845,4670521.99984188,32616
"Site_0018",397587.000418845,4670521.99984188,32616
"Site_0019",398587.000418845,4670521.99984188,32616
"Site_0020",399587.000418845,4670521.99984188,32616
"Site_0021",400587.000418845,4670521.99984188,32616
"Site_0022",394587.000418845,4671521.99984188,32616
"Site_0023",395587.000418845,4671521.99984188,32616
"Site_0024",396587.000418845,4671521.99984188,32616
"Site_0025",397587.000418845,4671521.99984188,32616
"Site_0026",398587.000418845,4671521.99984188,32616
"Site_0027",399587.000418845,4671521.99984188,32616
"Site_0028",400587.000418845,4671521.99984188,32616
"Site_0029",394587.000418845,4672521.99984188,32616
"Site_0030",395587.000418845,4672521.99984188,32616
"Site_0031",396587.000418845,4672521.99984188,32616
"Site_0032",397587.000418845,4672521.99984188,32616
"Site_0033",398587.000418845,4672521.99984188,32616
"Site_0034",399587.000418845,4672521.99984188,32616
"Site_0035",400587.000418845,4672521.99984188,32616
"Site_0036",394587.000418845,4673521.99984188,32616
"Site_0037",395587.000418845,4673521.99984188,32616
"Site_0038",396587.000418845,4673521.99984188,32616
"Site_0039",397587.000418845,4673521.99984188,32616
"Site_0040",398587.000418845,4673521.99984188,32616
"Site_0041",399587.000418845,4673521.99984188,32616
"Site_0042",400587.000418845,4673521.99984188,32616
"Site_0043",394587.000418845,4674521.99984188,32616
"Site_0044",395587.000418845,4674521.99984188,32616
"Site_0045",396587.000418845,4674521.99984188,32616
"Site_0046",397587.000418845,4674521.99984188,32616
"Site_0047",398587.000418845,4674521.99984188,32616
"Site_0048",399587.000418845,4674521.99984188,32616
"Site_0049",400587.000418845,4674521.99984188,32616
"Site_0050",394587.000418845,4675521.99984188,32616
"Site_0051",395587.000418845,4675521.99984188,32616
"Site_0052",396587.000418845,4675521.99984188,32616
"Site_0053",397587.000418845,4675521.99984188,32616
"Site_0054",398587.000418845,4675521.99984188,32616
"Site_0055",399587.000418845,4675521.99984188,32616
"Site_0056",400587.000418845,4675521.99984188,32616
"Site_0057",394587.000418845,4676521.99984188,32616
"Site_0058",395587.000418845,4676521.99984188,32616
"Site_0059",396587.000418845,4676521.99984188,32616
"Site_0060",397587.000418845,4676521.99984188,32616
"Site_0061",398587.000418845,4676521.99984188,32616
"Site_0062",399587.000418845,4676521.99984188,32616
"Site_0063",400587.000418845,4676521.99984188,32616
"Site_0064",394587.000418845,4677521.99984188,32616
"Site_0065",395587.000418845,4677521.99984188,32616
"Site_0066",396587.000418845,4677521.99984188,32616
"Site_0067",397587.000418845,4677521.99984188,32616
"Site_0068",398587.000418845,4677521.99984188,32616
"Site_0069",399587.000418845,4677521.99984188,32616
"Site_0070",400587.000418845,4677521.99984188,32616
"Site_0071",394587.000418845,4678521.99984188,32616
"Site_0072",395587.000418845,4678521.99984188,32616
"Site_0073",396587.000418845,4678521.99984188,32616
"Site_0074",397587.000418845,4678521.99984188,32616
"Site_0075",398587.000418845,4678521.99984188,32616
"Site_0076",399587.000418845,4678521.99984188,32616
"Site_0077",400587.000418845,4678521.99984188,32616
"Site_0078",394587.000418845,4679521.99984188,32616
"Site_0079",395587.000418845,4679521.99984188,32616
"Site_0080",396587.000418845,4679521.99984188,32616
"Site_0081",397587.000418845,4679521.99984188,32616
"Site_0082",398587.000418845,4679521.99984188,32616
"Site_0083",399587.000418845,4679521.99984188,32616
"Site_0084",400587.000418845,4679521.99984188,32616
"Site_0085",395587.000418845,4603521.99984188,32616
"Site_0086",396587.000418845,4603521.99984188,32616
"Site_0087",397587.000418845,4603521.99984188,32616
"Site_0088",398587.000418845,4603521.99984188,32616
"Site_0089",399587.000418845,4603521.99984188,32616
"Site_0090",400587.000418845,4603521.99984188,32616
"Site_0091",401587.000418845,4603521.99984188,32616
"Site_0092",402587.000418845,4603521.99984188,32616
"Site_0093",403587.000418845,4603521.99984188,32616
"Site_0094",404587.000418845,4603521.99984188,32616
"Site_0095",405587.000418845,4603521.99984188,32616
"Site_0096",406587.000418845,4603521.99984188,32616
"Site_0097",407587.000418845,4603521.99984188,32616
"Site_0098",408587.000418845,4603521.99984188,32616
"Site_0099",409587.000418845,4603521.99984188,32616
"Site_0100",410587.000418845,4603521.99984188,32616
"Site_0101",411587.000418845,4603521.99984188,32616
"Site_0102",412587.000418845,4603521.99984188,32616
"Site_0103",413587.000418845,4603521.99984188,32616
"Site_0104",414587.000418845,4603521.99984188,32616
"Site_0105",415587.000418845,4603521.99984188,32616
"Site_0106",416587.000418845,4603521.99984188,32616
"Site_0107",417587.000418845,4603521.99984188,32616
"Site_0108",418587.000418845,4603521.99984188,32616
"Site_0109",419587.000418845,4603521.99984188,32616
"Site_0110",420587.000418845,4603521.99984188,32616
"Site_0111",421587.000418845,4603521.99984188,32616
"Site_0112",422587.000418845,4603521.99984188,32616
"Site_0113",423587.000418845,4603521.99984188,32616
"Site_0114",395587.000418845,4604521.99984188,32616
"Site_0115",396587.000418845,4604521.99984188,32616
"Site_0116",397587.000418845,4604521.99984188,32616
"Site_0117",398587.000418845,4604521.99984188,32616
"Site_0118",399587.000418845,4604521.99984188,32616
"Site_0119",400587.000418845,4604521.99984188,32616
"Site_0120",401587.000418845,4604521.99984188,32616
"Site_0121",402587.000418845,4604521.99984188,32616
"Site_0122",403587.000418845,4604521.99984188,32616
"Site_0123",404587.000418845,4604521.99984188,32616
"Site_0124",405587.000418845,4604521.99984188,32616
"Site_0125",406587.000418845,4604521.99984188,32616
"Site_0126",407587.000418845,4604521.99984188,32616
"Site_0127",408587.000418845,4604521.99984188,32616
"Site_0128",409587.000418845,4604521.99984188,32616
"Site_0129",410587.000418845,4604521.99984188,32616
"Site_0130",411587.000418845,4604521.99984188,32616
"Site_0131",412587.000418845,4604521.99984188,32616
"Site_0132",413587.000418845,4604521.99984188,32616
"Site_0133",414587.000418845,4604521.99984188,32616
"Site_0134",415587.000418845,4604521.99984188,32616
"Site_0135",416587.000418845,4604521.99984188,32616
"Site_0136",417587.000418845,4604521.99984188,32616
"Site_0137",418587.000418845,4604521.99984188,32616
"Site_0138",419587.000418845,4604521.99984188,32616
"Site_0139",420587.000418845,4604521.99984188,32616
"Site_0140",421587.000418845,4604521.99984188,32616
"Site_0141",422587.000418845,4604521.99984188,32616
"Site_0142",423587.000418845,4604521.99984188,32616
"Site_0143",395587.000418845,4605521.99984188,32616
"Site_0144",396587.000418845,4605521.99984188,32616
"Site_0145",397587.000418845,4605521.99984188,32616
"Site_0146",398587.000418845,4605521.99984188,32616
"Site_0147",399587.000418845,4605521.99984188,32616
"Site_0148",400587.000418845,4605521.99984188,32616
"Site_0149",401587.000418845,4605521.99984188,32616
"Site_0150",402587.000418845,4605521.99984188,32616
"Site_0151",403587.000418845,4605521.99984188,32616
"Site_0152",404587.000418845,4605521.99984188,32616
"Site_0153",405587.000418845,4605521.99984188,32616
"Site_0154",406587.000418845,4605521.99984188,32616
"Site_0155",407587.000418845,4605521.99984188,32616
"Site_0156",408587.000418845,4605521.99984188,32616
"Site_0157",409587.000418845,4605521.99984188,32616
"Site_0158",410587.000418845,4605521.99984188,32616
"Site_0159",411587.000418845,4605521.99984188,32616
"Site_0160",412587.000418845,4605521.99984188,32616
"Site_0161",413587.000418845,4605521.99984188,32616
"Site_0162",414587.000418845,4605521.99984188,32616
"Site_0163",415587.000418845,4605521.99984188,32616
"Site_0164",416587.000418845,4605521.99984188,32616
"Site_0165",417587.000418845,4605521.99984188,32616
"Site_0166",418587.000418845,4605521.99984188,32616
"Site_0167",419587.000418845,4605521.99984188,32616
"Site_0168",420587.000418845,4605521.99984188,32616
"Site_0169",421587.000418845,4605521.99984188,32616
"Site_0170",422587.000418845,4605521.99984188,32616
"Site_0171",423587.000418845,4605521.99984188,32616
"Site_0172",395587.000418845,4606521.99984188,32616
"Site_0173",396587.000418845,4606521.99984188,32616
"Site_0174",397587.000418845,4606521.99984188,32616
"Site_0175",398587.000418845,4606521.99984188,32616
"Site_0176",399587.000418845,4606521.99984188,32616
"Site_0177",400587.000418845,4606521.99984188,32616
"Site_0178",401587.000418845,4606521.99984188,32616
"Site_0179",402587.000418845,4606521.99984188,32616
"Site_0180",403587.000418845,4606521.99984188,32616
"Site_0181",404587.000418845,4606521.99984188,32616
"Site_0182",405587.000418845,4606521.99984188,32616
"Site_0183",406587.000418845,4606521.99984188,32616
"Site_0184",407587.000418845,4606521.99984188,32616
"Site_0185",408587.000418845,4606521.99984188,32616
"Site_0186",409587.000418845,4606521.99984188,32616
"Site_0187",410587.000418845,4606521.99984188,32616
"Site_0188",411587.000418845,4606521.99984188,32616
"Site_0189",412587.000418845,4606521.99984188,32616
"Site_0190",413587.000418845,4606521.99984188,32616
"Site_0191",414587.000418845,4606521.99984188,32616
"Site_0192",415587.000418845,4606521.99984188,32616
"Site_0193",416587.000418845,4606521.99984188,32616
"Site_0194",417587.000418845,4606521.99984188,32616
"Site_0195",418587.000418845,4606521.99984188,32616
"Site_0196",419587.000418845,4606521.99984188,32616
"Site_0197",420587.000418845,4606521.99984188,32616
"Site_0198",421587.000418845,4606521.99984188,32616
"Site_0199",422587.000418845,4606521.99984188,32616
"Site_0200",423587.000418845,4606521.99984188,32616
"Site_0201",395587.000418845,4607521.99984188,32616
"Site_0202",396587.000418845,4607521.99984188,32616
"Site_0203",397587.000418845,4607521.99984188,32616
"Site_0204",398587.000418845,4607521.99984188,32616
"Site_0205",399587.000418845,4607521.99984188,32616
"Site_0206",400587.000418845,4607521.99984188,32616
"Site_0207",401587.000418845,4607521.99984188,32616
"Site_0208",402587.000418845,4607521.99984188,32616
"Site_0209",403587.000418845,4607521.99984188,32616
"Site_0210",404587.000418845,4607521.99984188,32616
"Site_0211",405587.000418845,4607521.99984188,32616
"Site_0212",406587.000418845,4607521.99984188,32616
"Site_0213",407587.000418845,4607521.99984188,32616
"Site_0214",408587.000418845,4607521.99984188,32616
"Site_0215",409587.000418845,4607521.99984188,32616
"Site_0216",410587.000418845,4607521.99984188,32616
"Site_0217",411587.000418845,4607521.99984188,32616
"Site_0218",412587.000418845,4607521.99984188,32616
"Site_0219",413587.000418845,4607521.99984188,32616
"Site_0220",414587.000418845,4607521.99984188,32616
"Site_0221",415587.000418845,4607521.99984188,32616
"Site_0222",416587.000418845,4607521.99984188,32616
"Site_0223",417587.000418845,4607521.99984188,32616
"Site_0224",418587.000418845,4607521.99984188,32616
"Site_0225",419587.000418845,4607521.99984188,32616
"Site_0226",420587.000418845,4607521.99984188,32616
"Site_0227",421587.000418845,4607521.99984188,32616
"Site_0228",422587.000418845,4607521.99984188,32616
"Site_0229",423587.000418845,4607521.99984188,32616
"Site_0230",395587.000418845,4608521.99984188,32616
"Site_0231",396587.000418845,4608521.99984188,32616
"Site_0232",397587.000418845,4608521.99984188,32616
"Site_0233",398587.000418845,4608521.99984188,32616
"Site_0234",399587.000418845,4608521.99984188,32616
"Site_0235",400587.000418845,4608521.99984188,32616
"Site_0236",401587.000418845,4608521.99984188,32616
"Site_0237",402587.000418845,4608521.99984188,32616
"Site_0238",403587.000418845,4608521.99984188,32616
"Site_0239",404587.000418845,4608521.99984188,32616
"Site_0240",405587.000418845,4608521.99984188,32616
"Site_0241",406587.000418845,4608521.99984188,32616
"Site_0242",407587.000418845,4608521.99984188,32616
"Site_0243",408587.000418845,4608521.99984188,32616
"Site_0244",409587.000418845,4608521.99984188,32616
"Site_0245",410587.000418845,4608521.99984188,32616
"Site_0246",411587.000418845,4608521.99984188,32616
"Site_0247",412587.000418845,4608521.99984188,32616
"Site_0248",413587.000418845,4608521.99984188,32616
"Site_0249",414587.000418845,4608521.99984188,32616
"Site_0250",415587.000418845,4608521.99984188,32616
"Site_0251",416587.000418845,4608521.99984188,32616
"Site_0252",417587.000418845,4608521.99984188,32616
"Site_0253",418587.000418845,4608521.99984188,32616
"Site_0254",419587.000418845,4608521.99984188,32616
"Site_0255",420587.000418845,4608521.99984188,32616
"Site_0256",421587.000418845,4608521.99984188,32616
"Site_0257",422587.000418845,4608521.99984188,32616
"Site_0258",423587.000418845,4608521.99984188,32616
"Site_0259",395587.000418845,4609521.99984188,32616
"Site_0260",396587.000418845,4609521.99984188,32616
"Site_0261",397587.000418845,4609521.99984188,32616
"Site_0262",398587.000418845,4609521.99984188,32616
"Site_0263",399587.000418845,4609521.99984188,32616
"Site_0264",400587.000418845,4609521.99984188,32616
"Site_0265",401587.000418845,4609521.99984188,32616
"Site_0266",402587.000418845,4609521.99984188,32616
"Site_0267",403587.000418845,4609521.99984188,32616
"Site_0268",404587.000418845,4609521.99984188,32616
"Site_0269",405587.000418845,4609521.99984188,32616
"Site_0270",406587.000418845,4609521.99984188,32616
"Site_0271",407587.000418845,4609521.99984188,32616
"Site_0272",408587.000418845,4609521.99984188,32616
"Site_0273",409587.000418845,4609521.99984188,32616
"Site_0274",410587.000418845,4609521.99984188,32616
"Site_0275",411587.000418845,4609521.99984188,32616
"Site_0276",412587.000418845,4609521.99984188,32616
"Site_0277",413587.000418845,4609521.99984188,32616
"Site_0278",414587.000418845,4609521.99984188,32616
"Site_0279",415587.000418845,4609521.99984188,32616
"Site_0280",416587.000418845,4609521.99984188,32616
"Site_0281",417587.000418845,4609521.99984188,32616
"Site_0282",418587.000418845,4609521.99984188,32616
"Site_0283",419587.000418845,4609521.99984188,32616
"Site_0284",420587.000418845,4609521.99984188,32616
"Site_0285",421587.000418845,4609521.99984188,32616
"Site_0286",422587.000418845,4609521.99984188,32616
"Site_0287",423587.000418845,4609521.99984188,32616
"Site_0288",395587.000418845,4610521.99984188,32616
"Site_0289",396587.000418845,4610521.99984188,32616
"Site_0290",397587.000418845,4610521.99984188,32616
"Site_0291",398587.000418845,4610521.99984188,32616
"Site_0292",399587.000418845,4610521.99984188,32616
"Site_0293",400587.000418845,4610521.99984188,32616
"Site_0294",401587.000418845,4610521.99984188,32616
"Site_0295",402587.000418845,4610521.99984188,32616
"Site_0296",403587.000418845,4610521.99984188,32616
"Site_0297",404587.000418845,4610521.99984188,32616
"Site_0298",405587.000418845,4610521.99984188,32616
"Site_0299",406587.000418845,4610521.99984188,32616
"Site_0300",407587.000418845,4610521.99984188,32616
"Site_0301",408587.000418845,4610521.99984188,32616
"Site_0302",409587.000418845,4610521.99984188,32616
"Site_0303",410587.000418845,4610521.99984188,32616
"Site_0304",411587.000418845,4610521.99984188,32616
"Site_0305",412587.000418845,4610521.99984188,32616
"Site_0306",413587.000418845,4610521.99984188,32616
"Site_0307",417587.000418845,4610521.99984188,32616
"Site_0308",418587.000418845,4610521.99984188,32616
"Site_0309",419587.000418845,4610521.99984188,32616
"Site_0310",420587.000418845,4610521.99984188,32616
"Site_0311",421587.000418845,4610521.99984188,32616
"Site_0312",422587.000418845,4610521.99984188,32616
"Site_0313",423587.000418845,4610521.99984188,32616
"Site_0314",395587.000418845,4611521.99984188,32616
"Site_0315",396587.000418845,4611521.99984188,32616
"Site_0316",397587.000418845,4611521.99984188,32616
"Site_0317",398587.000418845,4611521.99984188,32616
"Site_0318",399587.000418845,4611521.99984188,32616
"Site_0319",400587.000418845,4611521.99984188,32616
"Site_0320",401587.000418845,4611521.99984188,32616
"Site_0321",402587.000418845,4611521.99984188,32616
"Site_0322",403587.000418845,4611521.99984188,32616
"Site_0323",404587.000418845,4611521.99984188,32616
"Site_0324",405587.000418845,4611521.99984188,32616
"Site_0325",406587.000418845,4611521.99984188,32616
"Site_0326",407587.000418845,4611521.99984188,32616
"Site_0327",408587.000418845,4611521.99984188,32616
"Site_0328",409587.000418845,4611521.99984188,32616
"Site_0329",410587.000418845,4611521.99984188,32616
"Site_0330",411587.000418845,4611521.99984188,32616
"Site_0331",412587.000418845,4611521.99984188,32616
"Site_0332",413587.000418845,4611521.99984188,32616
"Site_0333",395587.000418845,4612521.99984188,32616
"Site_0334",396587.000418845,4612521.99984188,32616
"Site_0335",397587.000418845,4612521.99984188,32616
"Site_0336",398587.000418845,4612521.99984188,32616
"Site_0337",399587.000418845,4612521.99984188,32616
"Site_0338",400587.000418845,4612521.99984188,32616
"Site_0339",401587.000418845,4612521.99984188,32616
"Site_0340",402587.000418845,4612521.99984188,32616
"Site_0341",403587.000418845,4612521.99984188,32616
"Site_0342",404587.000418845,4612521.99984188,32616
"Site_0343",405587.000418845,4612521.99984188,32616
"Site_0344",406587.000418845,4612521.99984188,32616
"Site_0345",407587.000418845,4612521.99984188,32616
"Site_0346",408587.000418845,4612521.99984188,32616
"Site_0347",409587.000418845,4612521.99984188,32616
"Site_0348",410587.000418845,4612521.99984188,32616
"Site_0349",411587.000418845,4612521.99984188,32616
"Site_0350",412587.000418845,4612521.99984188,32616
"Site_0351",413587.000418845,4612521.99984188,32616
"Site_0352",395587.000418845,4613521.99984188,32616
"Site_0353",396587.000418845,4613521.99984188,32616
"Site_0354",397587.000418845,4613521.99984188,32616
"Site_0355",398587.000418845,4613521.99984188,32616
"Site_0356",399587.000418845,4613521.99984188,32616
"Site_0357",400587.000418845,4613521.99984188,32616
"Site_0358",401587.000418845,4613521.99984188,32616
"Site_0359",402587.000418845,4613521.99984188,32616
"Site_0360",403587.000418845,4613521.99984188,32616
"Site_0361",404587.000418845,4613521.99984188,32616
"Site_0362",405587.000418845,4613521.99984188,32616
"Site_0363",406587.000418845,4613521.99984188,32616
"Site_0364",407587.000418845,4613521.99984188,32616
"Site_0365",408587.000418845,4613521.99984188,32616
"Site_0366",409587.000418845,4613521.99984188,32616
"Site_0367",410587.000418845,4613521.99984188,32616
"Site_0368",411587.000418845,4613521.99984188,32616
"Site_0369",412587.000418845,4613521.99984188,32616
"Site_0370",413587.000418845,4613521.99984188,32616
"Site_0371",395587.000418845,4614521.99984188,32616
"Site_0372",396587.000418845,4614521.99984188,32616
"Site_0373",397587.000418845,4614521.99984188,32616
"Site_0374",398587.000418845,4614521.99984188,32616
"Site_0375",399587.000418845,4614521.99984188,32616
"Site_0376",400587.000418845,4614521.99984188,32616
"Site_0377",401587.000418845,4614521.99984188,32616
"Site_0378",402587.000418845,4614521.99984188,32616
"Site_0379",403587.000418845,4614521.99984188,32616
"Site_0380",404587.000418845,4614521.99984188,32616
"Site_0381",405587.000418845,4614521.99984188,32616
"Site_0382",406587.000418845,4614521.99984188,32616
"Site_0383",407587.000418845,4614521.99984188,32616
"Site_0384",408587.000418845,4614521.99984188,32616
"Site_0385",409587.000418845,4614521.99984188,32616
"Site_0386",410587.000418845,4614521.99984188,32616
"Site_0387",411587.000418845,4614521.99984188,32616
"Site_0388",412587.000418845,4614521.99984188,32616
"Site_0389",413587.000418845,4614521.99984188,32616
"Site_0390",395587.000418845,4615521.99984188,32616
"Site_0391",396587.000418845,4615521.99984188,32616
"Site_0392",397587.000418845,4615521.99984188,32616
"Site_0393",398587.000418845,4615521.99984188,32616
"Site_0394",399587.000418845,4615521.99984188,32616
"Site_0395",400587.000418845,4615521.99984188,32616
"Site_0396",401587.000418845,4615521.99984188,32616
"Site_0397",402587.000418845,4615521.99984188,32616
"Site_0398",403587.000418845,4615521.99984188,32616
"Site_0399",404587.000418845,4615521.99984188,32616
"Site_0400",405587.000418845,4615521.99984188,32616
"Site_0401",406587.000418845,4615521.99984188,32616
"Site_0402",407587.000418845,4615521.99984188,32616
"Site_0403",408587.000418845,4615521.99984188,32616
"Site_0404",409587.000418845,4615521.99984188,32616
"Site_0405",410587.000418845,4615521.99984188,32616
"Site_0406",411587.000418845,4615521.99984188,32616
"Site_0407",412587.000418845,4615521.99984188,32616
"Site_0408",413587.000418845,4615521.99984188,32616
"Site_0409",395587.000418845,4616521.99984188,32616
"Site_0410",396587.000418845,4616521.99984188,32616
"Site_0411",397587.000418845,4616521.99984188,32616
"Site_0412",398587.000418845,4616521.99984188,32616
"Site_0413",399587.000418845,4616521.99984188,32616
"Site_0414",400587.000418845,4616521.99984188,32616
"Site_0415",401587.000418845,4616521.99984188,32616
"Site_0416",402587.000418845,4616521.99984188,32616
"Site_0417",403587.000418845,4616521.99984188,32616
"Site_0418",404587.000418845,4616521.99984188,32616
"Site_0419",405587.000418845,4616521.99984188,32616
"Site_0420",406587.000418845,4616521.99984188,32616
"Site_0421",407587.000418845,4616521.99984188,32616
"Site_0422",408587.000418845,4616521.99984188,32616
"Site_0423",409587.000418845,4616521.99984188,32616
"Site_0424",410587.000418845,4616521.99984188,32616
"Site_0425",411587.000418845,4616521.99984188,32616
"Site_0426",412587.000418845,4616521.99984188,32616
"Site_0427",413587.000418845,4616521.99984188,32616
"Site_0428",395587.000418845,4617521.99984188,32616
"Site_0429",396587.000418845,4617521.99984188,32616
"Site_0430",397587.000418845,4617521.99984188,32616
"Site_0431",398587.000418845,4617521.99984188,32616
"Site_0432",399587.000418845,4617521.99984188,32616
"Site_0433",400587.000418845,4617521.99984188,32616
"Site_0434",401587.000418845,4617521.99984188,32616
"Site_0435",402587.000418845,4617521.99984188,32616
"Site_0436",403587.000418845,4617521.99984188,32616
"Site_0437",404587.000418845,4617521.99984188,32616
"Site_0438",405587.000418845,4617521.99984188,32616
"Site_0439",406587.000418845,4617521.99984188,32616
"Site_0440",407587.000418845,4617521.99984188,32616
"Site_0441",408587.000418845,4617521.99984188,32616
"Site_0442",409587.000418845,4617521.99984188,32616
"Site_0443",410587.000418845,4617521.99984188,32616
"Site_0444",411587.000418845,4617521.99984188,32616
"Site_0445",412587.000418845,4617521.99984188,32616
"Site_0446",413587.000418845,4617521.99984188,32616
"Site_0447",395587.000418845,4618521.99984188,32616
"Site_0448",396587.000418845,4618521.99984188,32616
"Site_0449",397587.000418845,4618521.99984188,32616
"Site_0450",398587.000418845,4618521.99984188,32616
"Site_0451",399587.000418845,4618521.99984188,32616
"Site_0452",400587.000418845,4618521.99984188,32616
"Site_0453",401587.000418845,4618521.99984188,32616
"Site_0454",402587.000418845,4618521.99984188,32616
"Site_0455",403587.000418845,4618521.99984188,32616
"Site_0456",404587.000418845,4618521.99984188,32616
"Site_0457",405587.000418845,4618521.99984188,32616
"Site_0458",406587.000418845,4618521.99984188,32616
"Site_0459",407587.000418845,4618521.99984188,32616
"Site_0460",408587.000418845,4618521.99984188,32616
"Site_0461",409587.000418845,4618521.99984188,32616
"Site_0462",410587.000418845,4618521.99984188,32616
"Site_0463",411587.000418845,4618521.99984188,32616
"Site_0464",412587.000418845,4618521.99984188,32616
"Site_0465",413587.000418845,4618521.99984188,32616
"Site_0466",395587.000418845,4619521.99984188,32616
"Site_0467",396587.000418845,4619521.99984188,32616
"Site_0468",397587.000418845,4619521.99984188,32616
"Site_0469",398587.000418845,4619521.99984188,32616
"Site_0470",399587.000418845,4619521.99984188,32616
"Site_0471",400587.000418845,4619521.99984188,32616
"Site_0472",401587.000418845,4619521.99984188,32616
"Site_0473",402587.000418845,4619521.99984188,32616
"Site_0474",403587.000418845,4619521.99984188,32616
"Site_0475",404587.000418845,4619521.99984188,32616
"Site_0476",405587.000418845,4619521.99984188,32616
"Site_0477",406587.000418845,4619521.99984188,32616
"Site_0478",407587.000418845,4619521.99984188,32616
"Site_0479",408587.000418845,4619521.99984188,32616
"Site_0480",409587.000418845,4619521.99984188,32616
"Site_0481",410587.000418845,4619521.99984188,32616
"Site_0482",411587.000418845,4619521.99984188,32616
"Site_0483",412587.000418845,4619521.99984188,32616
"Site_0484",413587.000418845,4619521.99984188,32616
"Site_0485",394587.000418845,4620521.99984188,32616
"Site_0486",394587.000418845,4621521.99984188,32616
"Site_0487",394587.000418845,4622521.99984188,32616
"Site_0488",394587.000418845,4623521.99984188,32616
"Site_0489",394587.000418845,4624521.99984188,32616
"Site_0490",394587.000418845,4625521.99984188,32616
"Site_0491",394587.000418845,4626521.99984188,32616
"Site_0492",394587.000418845,4627521.99984188,32616
"Site_0493",394587.000418845,4628521.99984188,32616
"Site_0494",394587.000418845,4629521.99984188,32616
"Site_0495",394587.000418845,4630521.99984188,32616
"Site_0496",394587.000418845,4631521.99984188,32616
"Site_0497",394587.000418845,4632521.99984188,32616
"Site_0498",394587.000418845,4633521.99984188,32616
"Site_0499",394587.000418845,4634521.99984188,32616
"Site_0500",394587.000418845,4635521.99984188,32616
"Site_0501",394587.000418845,4636521.99984188,32616
"Site_0502",394587.000418845,4637521.99984188,32616
"Site_0503",394587.000418845,4638521.99984188,32616
"Site_0504",394587.000418845,4639521.99984188,32616
"Site_0505",394587.000418845,4640521.99984188,32616
"Site_0506",394587.000418845,4641521.99984188,32616
"Site_0507",394587.000418845,4642521.99984188,32616
"Site_0508",394587.000418845,4643521.99984188,32616
"Site_0509",394587.000418845,4644521.99984188,32616
"Site_0510",394587.000418845,4645521.99984188,32616
"Site_0511",394587.000418845,4646521.99984188,32616
"Site_0512",394587.000418845,4647521.99984188,32616
"Site_0513",394587.000418845,4648521.99984188,32616
"Site_0514",394587.000418845,4649521.99984188,32616
"Site_0515",394587.000418845,4650521.99984188,32616
"Site_0516",394587.000418845,4651521.99984188,32616
"Site_0517",394587.000418845,4652521.99984188,32616
"Site_0518",394587.000418845,4653521.99984188,32616
"Site_0519",394587.000418845,4654521.99984188,32616
"Site_0520",394587.000418845,4655521.99984188,32616
"Site_0521",394587.000418845,4656521.99984188,32616
"Site_0522",394587.000418845,4657521.99984188,32616
"Site_0523",394587.000418845,4658521.99984188,32616
"Site_0524",395587.000418845,4658521.99984188,32616
"Site_0525",396587.000418845,4658521.99984188,32616
"Site_0526",394587.000418845,4659521.99984188,32616
"Site_0527",395587.000418845,4659521.99984188,32616
"Site_0528",396587.000418845,4659521.99984188,32616
"Site_0529",394587.000418845,4660521.99984188,32616
"Site_0530",395587.000418845,4660521.99984188,32616
"Site_0531",396587.000418845,4660521.99984188,32616
"Site_0532",397587.000418845,4660521.99984188,32616
"Site_0533",394587.000418845,4661521.99984188,32616
"Site_0534",395587.000418845,4661521.99984188,32616
"Site_0535",396587.000418845,4661521.99984188,32616
"Site_0536",397587.000418845,4661521.99984188,32616
"Site_0537",394587.000418845,4662521.99984188,32616
"Site_0538",395587.000418845,4662521.99984188,32616
"Site_0539",396587.000418845,4662521.99984188,32616
"Site_0540",397587.000418845,4662521.99984188,32616
"Site_0541",394587.000418845,4663521.99984188,32616
"Site_0542",395587.000418845,4663521.99984188,32616
"Site_0543",396587.000418845,4663521.99984188,32616
"Site_0544",397587.000418845,4663521.99984188,32616
"Site_0545",394587.000418845,4664521.99984188,32616
"Site_0546",395587.000418845,4664521.99984188,32616
"Site_0547",396587.000418845,4664521.99984188,32616
"Site_0548",397587.000418845,4664521.99984188,32616
"Site_0549",394587.000418845,4665521.99984188,32616
"Site_0550",395587.000418845,4665521.99984188,32616
"Site_0551",396587.000418845,4665521.99984188,32616
"Site_0552",397587.000418845,4665521.99984188,32616
"Site_0553",394587.000418845,4666521.99984188,32616
"Site_0554",395587.000418845,4666521.99984188,32616
"Site_0555",396587.000418845,4666521.99984188,32616
"Site_0556",397587.000418845,4666521.99984188,32616
"Site_0557",394587.000418845,4667521.99984188,32616
"Site_0558",395587.000418845,4667521.99984188,32616
"Site_0559",396587.000418845,4667521.99984188,32616
