"Site","open_dev"
"Site_0506",0.0748279816513761
"Site_0507",0.100456621004566
"Site_0508",0.297452046951045
"Site_0509",0.430619266055046
"Site_0510",0.345856036707772
"Site_0511",0.20835718374356
"Site_0512",0.107357572287432
"Site_0513",0.0607972469171207
"Site_0514",0.0493119266055046
"Site_0515",0.060849598163031
"Site_0516",0.0871677622177765
"Site_0517",0.0730240549828179
"Site_0518",0.0369839449541284
"Site_0519",0.0446991404011461
"Site_0520",0.0160504442533677
"Site_0521",0.056490727532097
"Site_0522",0.0963026655202064
"Site_0523",0.0965339444285305
"Site_0524",0.118979357798165
"Site_0525",0.0887743413516609
"Site_0526",0.0969036697247706
"Site_0527",0.119690011481056
"Site_0528",0.0478784403669725
"Site_0529",0.121385628399656
"Site_0530",0.14612525021447
"Site_0531",0.0499429223744292
"Site_0532",0.070446735395189
"Site_0533",0.111238204175007
"Site_0534",0.129327610872675
"Site_0535",0.0784425994846837
"Site_0536",0.139994274262811
"Site_0537",0.217566016073479
"Site_0538",0.317660550458716
"Site_0539",0.179421037546575
"Site_0540",0.0787739902606703
"Site_0541",0.169724770642202
"Site_0542",0.202807218562017
"Site_0543",0.130197877831947
"Site_0544",0.0761056863871338
"Site_0545",0.0825688073394495
"Site_0546",0.0673738532110092
"Site_0547",0.0446351931330472
"Site_0548",0.07901517320355
"Site_0549",0.108247422680412
"Site_0550",0.0975748930099857
"Site_0551",0.0626968222158603
"Site_0552",0.0839782172542276
"Site_0553",0.13050944476245
"Site_0554",0.130160550458716
"Site_0555",0.0975889781859931
"Site_0556",0.151445748640137
"Site_0557",0.135763490241102
"Site_0558",0.141874462596733
"Site_0559",0.111206649469762
"Site_0560",0.216084716657127
"Site_0561",0.0519368723098996
"Site_0562",0.048493543758967
"Site_0563",0.0309988518943743
"Site_0564",0.0117512181140728
"Site_0565",0.0174885321100917
"Site_0566",0.0214592274678112
"Site_0567",0.0243413516609393
"Site_0568",0.0263610315186246
"Site_0569",0.0257805786307648
"Site_0570",0.0171772115659891
"Site_0571",0.0202799200228506
"Site_0572",0.023693976591493
"Site_0573",0.0618202633085289
"Site_0574",0.0888252148997135
"Site_0575",0.0524655963302752
"Site_0576",0.0461185906617015
"Site_0577",0.0392662654055603
"Site_0578",0.0647378974505872
"Site_0579",0.0684421534936999
"Site_0580",0.155702384372307
"Site_0581",0.114170969592656
"Site_0582",0.0238231917336395
"Site_0583",0.0148826559816829
"Site_0584",0.00715307582260372
"Site_0585",0.00629650829994276
"Site_0586",0.0543789353176875
"Site_0587",0.0736600745199198
"Site_0588",0.0825688073394495
"Site_0589",0.0701402805611222
"Site_0590",0.0463121783876501
"Site_0591",0.0458058975093043
"Site_0592",0.046078992558672
"Site_0593",0.0637015781922525
"Site_0594",0.0235024362281456
"Site_0595",0.0249212260097393
"Site_0596",0.0225972540045767
"Site_0597",0.024914089347079
"Site_0598",0.0160412489258092
"Site_0599",0.0120343839541547
"Site_0600",0.0163136805953062
"Site_0601",0.0202625570776256
"Site_0602",0.0208989407386201
"Site_0603",0.023795871559633
"Site_0604",0.10146173688736
"Site_0605",0.14822247706422
"Site_0606",0.0472643941564022
"Site_0607",0.0664946976210949
"Site_0608",0.0535356427139994
"Site_0609",0.0490674318507891
"Site_0610",0.0726176808266361
"Site_0611",0.0522388059701493
"Site_0612",0.0535050071530758
"Site_0613",0.0360618202633085
"Site_0614",0.00801603206412826
"Site_0615",0.0314735336194564
"Site_0616",0.0458452722063037
"Site_0617",0.0249355116079106
"Site_0618",0.0254868270332188
"Site_0619",0.0228898426323319
"Site_0620",0.0933562428407789
"Site_0621",0.11444921316166
"Site_0622",0.0519219736087206
"Site_0623",0.0574217628481194
"Site_0624",0.0473321858864028
"Site_0625",0.0870561282932417
"Site_0626",0.0412725709372313
"Site_0627",0.0315366972477064
"Site_0628",0.0303637926095675
"Site_0629",0.0248998282770464
"Site_0630",0.0186086458631549
"Site_0631",0.0100200400801603
"Site_0632",0.0257805786307648
"Site_0633",0.0157683486238532
"Site_0634",0.00860832137733142
"Site_0635",0.0423947293039244
"Site_0636",0.22585267985096
"Site_0637",0.265387918694532
"Site_0638",0.0791738382099828
"Site_0639",0.0740740740740741
"Site_0640",0.0788869764773379
"Site_0641",0.0801832760595647
"Site_0642",0.103951890034364
"Site_0643",0.09129937034917
"Site_0644",0.11397479954181
"Site_0645",0.0530694205393001
"Site_0646",0.00630372492836676
"Site_0647",0.02689556509299
"Site_0648",0.0601030337721809
"Site_0649",0.0455196106498712
"Site_0650",0.0291762013729977
"Site_0651",0.0220883534136546
"Site_0652",0.125466551823141
"Site_0653",0.153802008608321
"Site_0654",0.0672581568402977
"Site_0655",0.142488532110092
"Site_0656",0.0810888252148997
"Site_0657",0.0797018348623853
"Site_0658",0.0558739255014327
"Site_0659",0.088723526044648
"Site_0660",0.048955052963069
"Site_0661",0.0271972516461494
"Site_0662",0.0157819225251076
"Site_0663",0.0298421807747489
"Site_0664",0.036697247706422
"Site_0665",0.0235024362281456
"Site_0666",0.0134670487106017
"Site_0667",0.0261194029850746
"Site_0668",0.0739891023802696
"Site_0669",0.0800344234079174
"Site_0670",0.0409390208989407
"Site_0671",0.0698539937016891
"Site_0672",0.110920526014866
"Site_0673",0.102490695677068
"Site_0674",0.126361031518625
"Site_0675",0.165376898824878
"Site_0676",0.138483547925608
"Site_0677",0.0314825414997138
"Site_0678",0.00486409155937053
"Site_0679",0.0022883295194508
"Site_0680",0.0347003154574132
"Site_0681",0.0490815154994259
"Site_0682",0.0453762205628949
"Site_0683",0.0354995705697108
"Site_0684",0.117225566064775
"Site_0685",0.150759529951275
"Site_0686",0.097393297049556
"Site_0687",0.175609756097561
"Site_0688",0.0607275852191349
"Site_0689",0.0770552850186193
"Site_0690",0.0790378006872852
"Site_0691",0.133964429145152
"Site_0692",0.105278255880666
"Site_0693",0.0261044176706827
"Site_0694",0.0134631910627327
"Site_0695",0.198624247635426
"Site_0696",0.243622814560046
"Site_0697",0.0395869191049914
"Site_0698",0.0123315170633783
"Site_0699",0.0331902718168813
"Site_0700",0.0586552217453505
"Site_0701",0.0645714285714286
"Site_0702",0.0652734039507587
"Site_0703",0.0965339444285305
"Site_0704",0.101748351963313
"Site_0705",0.0722269991401548
"Site_0706",0.0838580423583286
"Site_0707",0.105926137990266
"Site_0708",0.0598510882016037
"Site_0709",0.0140521938629194
"Site_0710",0.0143472022955524
"Site_0711",0.0169345579793341
"Site_0712",0.0404011461318052
"Site_0713",0.0610315186246418
"Site_0714",0.0599197247706422
"Site_0715",0.0363480251860332
"Site_0716",0.0386930352536543
"Site_0717",0.0761741122565865
"Site_0718",0.0864586315488119
"Site_0719",0.0778700257658173
"Site_0720",0.0105563480741797
"Site_0721",0.0375681101233152
"Site_0722",0.0697674418604651
"Site_0723",0.152348224513173
"Site_0724",0.11295871559633
"Site_0725",0.0404127257093723
"Site_0726",0.0232291367938056
"Site_0727",0.213058419243986
"Site_0728",0.261679564345085
"Site_0729",0.0580995993131082
"Site_0730",0.0262632029688838
"Site_0731",0.0360721442885772
"Site_0732",0.0856242840778923
"Site_0733",0.127184187911773
"Site_0734",0.238750358268845
"Site_0735",0.155981682884946
"Site_0736",0.0449727871670009
"Site_0737",0.0341071940384064
"Site_0738",0.0487804878048781
"Site_0739",0.0375896700143472
"Site_0740",0.0209469153515065
"Site_0741",0.0246771879483501
"Site_0742",0.0556033247348811
"Site_0743",0.065864833906071
"Site_0744",0.0251788268955651
"Site_0745",0.0335339638865004
"Site_0746",0.0377790497996566
"Site_0747",0.0209169054441261
"Site_0748",0.0111683848797251
"Site_0749",0.0128388017118402
"Site_0750",0.0186086458631549
"Site_0751",0.0503720663995421
"Site_0752",0.143020922900545
"Site_0753",0.0616399082568807
"Site_0754",0.0690148911798396
"Site_0755",0.063573883161512
"Site_0756",0.0206303724928367
"Site_0757",0.0240687679083095
"Site_0758",0.045259238040676
"Site_0759",0.0442477876106195
"Site_0760",0.0517734553775744
"Site_0761",0.0420721236405266
"Site_0762",0.0214838155256374
"Site_0763",0.0160458452722063
"Site_0764",0.0229095074455899
"Site_0765",0.0830707533657978
"Site_0766",0.233084862385321
"Site_0767",0.0963579007743046
"Site_0768",0.0562410329985653
"Site_0769",0.0608670686190066
"Site_0770",0.0611190817790531
"Site_0771",0.056749785038693
"Site_0772",0.0335243553008596
"Site_0773",0.0569547796222095
"Site_0774",0.100601891659501
"Site_0775",0.0821878579610538
"Site_0776",0.0226361031518625
"Site_0777",0.00629831090752934
"Site_0778",0.0239794461889809
"Site_0779",0.0485991995425958
"Site_0780",0.0354589648269946
"Site_0781",0.0206422018348624
"Site_0782",0.0281285878300804
"Site_0783",0.165997706422018
"Site_0784",0.213692351761673
"Site_0785",0.274914089347079
"Site_0786",0.192560801144492
"Site_0787",0.231364678899083
"Site_0788",0.0739043254081925
"Site_0789",0.109997135491263
"Site_0790",0.0870312052676782
"Site_0791",0.0180360721442886
"Site_0792",0.0413694721825963
"Site_0793",0.0541082164328657
"Site_0794",0.0421082784302492
"Site_0795",0.0736811926605505
"Site_0796",0.0738831615120275
"Site_0797",0.0255087417598166
"Site_0798",0.0214838155256374
"Site_0799",0.0128902893153824
"Site_0800",0.0551407237219989
"Site_0801",0.0616929698708752
"Site_0802",0.0281205164992826
"Site_0803",0.0486409155937053
"Site_0804",0.0856242840778923
"Site_0805",0.0575601374570447
"Site_0806",0.0369415807560137
"Site_0807",0.0349670392662654
"Site_0808",0.0627507163323782
"Site_0809",0.0629831090752934
"Site_0810",0.0550641940085592
"Site_0811",0.0177396280400572
"Site_0812",0.0143020594965675
"Site_0813",0.0478784403669725
"Site_0814",0.087205966724039
"Site_0815",0.0286532951289398
"Site_0816",0.0117444858206818
"Site_0817",0.0223559759243336
"Site_0818",0.0558259375894646
"Site_0819",0.0548220436280138
"Site_0820",0.147437732608073
"Site_0821",0.220436280137773
"Site_0822",0.204819277108434
"Site_0823",0.196613088404133
"Site_0824",0.29438717067583
"Site_0825",0.380979661987969
"Site_0826",0.308991981672394
"Site_0827",0.253367727142448
"Site_0828",0.125824018343365
"Site_0829",0.00429676310512747
"Site_0830",0.0417859187178019
"Site_0831",0.117428571428571
"Site_0832",0.109330280480824
"Site_0833",0.0592953308507591
"Site_0834",0.0590596330275229
"Site_0835",0.0513335245196444
"Site_0836",0.0945558739255014
"Site_0837",0.117512181140728
"Site_0838",0.0947609504723733
"Site_0839",0.0381635581061693
"Site_0840",0.0275466284074605
"Site_0841",0.0439024390243902
"Site_0842",0.0732265446224256
"Site_0843",0.0489410417859187
"Site_0844",0.0306151645207439
"Site_0845",0.0300429184549356
"Site_0846",0.0676605504587156
"Site_0847",0.0842889908256881
"Site_0848",0.0366447180074435
"Site_0849",0.0314465408805031
"Site_0850",0.0626968222158603
"Site_0851",0.139707987403378
"Site_0852",0.13428981348637
"Site_0853",0.0387485648679678
"Site_0854",0.03125
"Site_0855",0.0798969072164948
"Site_0856",0.0819719117225566
"Site_0857",0.0432540819249499
"Site_0858",0.00630914826498423
"Site_0859",0.0195290063182079
"Site_0860",0.0255160550458716
"Site_0861",0.0194563662374821
"Site_0862",0.114744693057946
"Site_0863",0.143429716576009
"Site_0864",0.129836629406707
"Site_0865",0.127970226166619
"Site_0866",0.181167716084717
"Site_0867",0.361994840928633
"Site_0868",0.423043852106621
"Site_0869",0.404011461318052
"Site_0870",0.216370921579851
"Site_0871",0.0294875465216147
"Site_0872",0.0775837389063842
"Site_0873",0.135437589670014
"Site_0874",0.0883534136546185
"Site_0875",0.0676411579249069
"Site_0876",0.0716743119266055
"Site_0877",0.136637066743054
"Site_0878",0.155281285878301
"Site_0879",0.147489239598278
"Site_0880",0.10416068866571
"Site_0881",0.0418098510882016
"Site_0882",0.0435280641466208
"Site_0883",0.0589582140812822
"Site_0884",0.0618379616375608
"Site_0885",0.0303899082568807
"Site_0886",0.0595817817244343
"Site_0887",0.0375143184421535
"Site_0888",0.0477825464949928
"Site_0889",0.156688627900315
"Site_0890",0.111874105865522
"Site_0891",0.00143389733295096
"Site_0892",0.0132107983917289
"Site_0893",0.0470723306544202
"Site_0894",0.0664375715922108
"Site_0895",0.0217827457724276
"Site_0896",0.0326553995989688
"Site_0897",0.0519070834528248
"Site_0898",0.039609644087256
