"Site","water_dist"
"Site_0234",43.8798071522822
"Site_0235",279.755260900685
"Site_0236",502.36122078787
"Site_0237",166.817396584492
"Site_0238",806.713135208147
"Site_0239",1665.39111231159
"Site_0240",1330.81451803063
"Site_0241",957.365334453115
"Site_0242",668.521598747385
"Site_0243",4.58613707276308
"Site_0244",732.496460463251
"Site_0245",1076.77349695057
"Site_0246",141.011319493657
"Site_0247",226.801317582468
"Site_0248",244.337146535087
"Site_0249",334.479829493735
"Site_0250",12.6408599966605
"Site_0251",238.773400775276
"Site_0252",1087.70402446326
"Site_0253",256.376574317098
"Site_0254",691.119566531281
"Site_0255",292.289339995987
"Site_0256",436.302749093865
"Site_0257",1377.55188109324
"Site_0258",1335.90646325151
"Site_0259",688.228426929295
"Site_0260",395.908949704131
"Site_0261",451.774267265167
"Site_0262",272.351429963457
"Site_0263",319.882344303967
"Site_0264",59.8217510034983
"Site_0265",971.192680663028
"Site_0266",194.73891757601
"Site_0267",351.514635410661
"Site_0268",809.122707216742
"Site_0269",1336.06268011996
"Site_0270",1943.75560926245
"Site_0271",1342.28767510796
"Site_0272",912.705652329077
"Site_0273",1128.88166373256
"Site_0274",1217.28445546676
"Site_0275",219.688875989171
"Site_0276",380.014157632296
"Site_0277",318.624782391587
"Site_0278",348.85389640697
"Site_0279",10.91342184605
"Site_0280",736.675237793659
"Site_0281",862.518021452785
"Site_0282",16.7032668303328
"Site_0283",255.779145630928
"Site_0284",130.409772226867
"Site_0285",461.069455678319
"Site_0286",644.68994765797
"Site_0287",396.970673229966
"Site_0288",944.208706491874
"Site_0289",82.753237965
"Site_0290",445.922314063504
"Site_0291",1174.468331438
"Site_0292",891.230403959114
"Site_0293",89.2595402787555
"Site_0294",255.253526250642
"Site_0295",26.0731821298266
"Site_0296",535.769646735018
"Site_0297",78.0495821599741
"Site_0298",657.394291602449
"Site_0299",1371.80040899926
"Site_0300",2222.4920534898
"Site_0301",1889.67043526479
"Site_0302",2003.04681843235
"Site_0303",1309.8319248359
"Site_0304",314.441789678818
"Site_0305",349.76104204517
"Site_0306",156.798791590965
"Site_0307",2.34179130237616
"Site_0308",379.560640002851
"Site_0309",639.64806327338
"Site_0310",564.557266698234
"Site_0311",234.642061296464
"Site_0312",267.072417395806
"Site_0313",261.591214937163
"Site_0314",850.073847669719
"Site_0315",120.164673418702
"Site_0316",999.587683554271
"Site_0317",1058.46919921443
"Site_0318",291.439428395613
"Site_0319",286.338226832667
"Site_0320",117.298999595718
"Site_0321",504.169697487622
"Site_0322",82.4580879526605
"Site_0323",365.444772211457
"Site_0324",432.657500188836
"Site_0325",1275.55077481389
"Site_0326",2250.97024542462
"Site_0327",2882.47759749044
"Site_0328",2397.29564039353
"Site_0329",1405.18826775624
"Site_0330",418.88996141334
"Site_0331",431.048949950794
"Site_0332",22.1473891088233
"Site_0333",1038.70759577623
"Site_0334",316.241780979858
"Site_0335",499.056181477823
"Site_0336",1212.46940638319
"Site_0337",540.964989072555
"Site_0338",323.675827231832
"Site_0339",625.676969866544
"Site_0340",1121.37782544456
"Site_0341",142.134092383277
"Site_0342",125.183121113856
"Site_0343",799.722645052114
"Site_0344",1415.45220425881
"Site_0345",2267.72339762588
"Site_0346",2858.43868046919
"Site_0347",2234.75971681372
"Site_0348",1275.88834799781
"Site_0349",511.498935697674
"Site_0350",235.871612697735
"Site_0351",384.117873066442
"Site_0352",184.176668272741
"Site_0353",197.504608764178
"Site_0354",534.265177916154
"Site_0355",323.475794759362
"Site_0356",98.8321796733549
"Site_0357",581.8990594134
"Site_0358",330.251475412757
"Site_0359",1087.14695726297
"Site_0360",502.106534980314
"Site_0361",376.165155126072
"Site_0362",93.2358040240831
"Site_0363",1068.27937470579
"Site_0364",1555.29123728919
"Site_0365",1868.31912474551
"Site_0366",2244.76413591283
"Site_0367",1293.33140012286
"Site_0368",390.165889130331
"Site_0369",589.574207958893
"Site_0370",496.845731836825
"Site_0371",32.8076290387689
"Site_0372",513.58557780805
"Site_0373",164.872331366989
"Site_0374",298.560894544137
"Site_0375",429.592121915409
"Site_0376",817.5614702301
"Site_0377",163.455169069227
"Site_0378",945.642179360899
"Site_0379",861.855968773433
"Site_0380",172.525908718183
"Site_0381",319.536594203788
"Site_0382",366.773331324969
"Site_0383",722.349353779838
"Site_0384",900.311620372184
"Site_0385",1355.75232791536
"Site_0386",1197.05584635225
"Site_0387",578.378672766721
"Site_0388",474.068019001053
"Site_0389",557.943053893476
"Site_0390",326.791867007435
"Site_0391",54.7077065023814
"Site_0392",535.823919442128
"Site_0393",237.518665506597
"Site_0394",161.364313106188
"Site_0395",86.9883209952958
"Site_0396",130.646223221656
"Site_0397",289.866225414992
"Site_0398",797.957581884246
"Site_0399",957.233065997169
"Site_0400",676.76513424421
"Site_0401",532.143412483491
"Site_0402",142.592686188267
"Site_0403",170.154863974762
"Site_0404",510.177612820441
"Site_0405",260.12912253847
"Site_0406",532.575310147153
"Site_0407",1118.91001417757
"Site_0408",200.914559914068
"Site_0409",691.540828112707
"Site_0410",1047.60235975904
"Site_0411",300.991359441449
"Site_0412",189.803913461505
"Site_0413",877.764351633566
"Site_0414",458.369807849739
"Site_0415",377.75409462882
"Site_0416",355.152862965831
"Site_0417",236.223710401429
"Site_0418",741.976393421975
"Site_0419",1230.85347897604
"Site_0420",707.012264179664
"Site_0421",5.06639279809503
"Site_0422",383.707289262875
"Site_0423",208.13637565066
"Site_0424",161.749302219495
"Site_0425",16.4100317889083
"Site_0426",510.605570526995
"Site_0427",326.126955035169
"Site_0428",439.949505346823
"Site_0429",1184.58007752333
"Site_0430",577.694671847853
"Site_0431",954.100965224741
"Site_0432",1600.37057973467
"Site_0433",1032.11606383251
"Site_0434",1072.54259422883
"Site_0435",491.125764959345
"Site_0436",111.07114180299
"Site_0437",84.5363643927174
"Site_0438",462.792627323077
"Site_0439",704.871815559036
"Site_0440",765.349444028945
"Site_0441",419.032300603396
"Site_0442",557.366360273807
"Site_0443",637.229500937719
"Site_0444",139.459869426913
"Site_0445",570.069274386337
"Site_0446",982.347614701913
"Site_0447",314.028459021476
"Site_0448",1095.62909587368
"Site_0449",1552.0106801117
"Site_0450",1727.8063170223
"Site_0451",1926.02947176025
"Site_0452",1940.96603167057
"Site_0453",1191.27834404955
"Site_0454",192.020812195628
"Site_0455",545.291943458018
"Site_0456",325.968746268306
"Site_0457",214.037058372382
"Site_0458",93.7448707950576
"Site_0459",45.9655919179858
"Site_0460",100.659317142586
"Site_0461",177.352890708317
"Site_0462",2.7777947520192
"Site_0463",519.096828530919
"Site_0464",136.647519760866
"Site_0465",132.61270361088
"Site_0466",1106.19746272028
"Site_0467",1710.88705840195
"Site_0468",2326.56412617145
"Site_0469",1462.89207936791
"Site_0470",931.238872989534
"Site_0471",947.938177428101
"Site_0472",1171.98448070152
"Site_0473",683.547725409608
"Site_0474",261.76101583494
"Site_0475",634.363033162711
"Site_0476",305.345344707946
"Site_0477",606.31520502483
"Site_0478",799.822299737187
"Site_0479",846.340834673545
"Site_0480",6.1925507373022
"Site_0481",486.261870131168
"Site_0482",167.668176137487
"Site_0483",24.8677686669897
"Site_0484",576.90021074067
"Site_0485",342.240918830968
"Site_0486",476.219409939332
"Site_0487",1151.36496429985
"Site_0488",1756.89094671322
"Site_0489",2513.17396880989
"Site_0490",2692.77498857025
"Site_0491",1692.77498857025
"Site_0492",692.774988570251
"Site_0493",277.15264910274
"Site_0494",1195.27487358007
"Site_0495",886.989787872881
"Site_0496",43.3491255886326
"Site_0497",445.026418289565
"Site_0498",1028.82876316467
"Site_0499",179.995749616995
"Site_0500",786.769906848288
"Site_0501",1746.24042969107
"Site_0502",2242.22321006246
"Site_0503",2311.1072166622
"Site_0504",2495.31319525383
"Site_0505",3016.27847021365
"Site_0506",2488.61562955813
"Site_0507",1934.56780273733
"Site_0508",1292.64943751363
"Site_0509",297.252612963945
"Site_0510",687.672022971325
"Site_0511",661.402742478783
"Site_0512",319.216815075837
"Site_0513",365.076890648399
"Site_0514",1307.176783062
"Site_0515",1668.83411279228
"Site_0516",668.834112792276
"Site_0517",283.758840002756
"Site_0518",967.967177553461
"Site_0519",967.189592444502
"Site_0520",1080.43135286341
"Site_0521",1799.97527650498
"Site_0522",2669.92877938177
"Site_0523",3571.52093276708
"Site_0524",3330.26588856749
"Site_0525",3380.17455228558
"Site_0526",2641.3643103512
"Site_0527",2824.32388723338
"Site_0528",3114.31186849644
"Site_0529",1641.3643103512
"Site_0530",1916.89093544597
"Site_0531",2159.99912350637
"Site_0532",2287.3509505463
"Site_0533",641.3643103512
"Site_0534",933.435678043025
"Site_0535",1272.9632737875
"Site_0536",1429.09995939281
"Site_0537",245.956936217246
"Site_0538",29.3471496872154
"Site_0539",623.44112130741
"Site_0540",911.230595939276
"Site_0541",546.119874202646
"Site_0542",209.042245878448
"Site_0543",1049.42489343209
"Site_0544",1153.80488005091
"Site_0545",394.88212136381
"Site_0546",635.250004542647
"Site_0547",1414.28438320201
"Site_0548",1546.7991748251
"Site_0549",1381.42159864778
"Site_0550",1566.70123006394
"Site_0551",1422.59921190032
"Site_0552",1206.4579906086
"Site_0553",2378.28366461718
"Site_0554",1793.8957517279
"Site_0555",806.11062111308
"Site_0556",268.676975065252
"Site_0557",2900.40263040071
"Site_0558",1960.63453602126
"Site_0559",1129.53094213625
"Site_0560",621.06579045456
"Site_0561",130.458918971242
"Site_0562",261.83200357132
"Site_0563",709.456191096921
"Site_0564",588.297825576214
"Site_0565",169.088942540358
"Site_0566",172.959023010889
"Site_0567",531.175110152234
"Site_0568",33.1034581318963
"Site_0569",369.402954775702
"Site_0570",202.539585290492
"Site_0571",213.59624319151
"Site_0572",189.955200217841
"Site_0573",505.808575342128
"Site_0574",598.507438212549
"Site_0575",1259.50120623766
"Site_0576",1515.23404393236
"Site_0577",883.634052722364
"Site_0578",1125.02625319123
"Site_0579",592.346506199858
"Site_0580",334.265963075592
"Site_0581",172.056647594264
"Site_0582",1104.71130350912
"Site_0583",1740.7794242623
"Site_0584",1738.84365079169
"Site_0585",1896.92310116574
"Site_0586",1665.7325387735
"Site_0587",665.732538773504
"Site_0588",149.502445006918
"Site_0589",262.279136226454
"Site_0590",1168.8055136549
"Site_0591",699.905661137548
"Site_0592",598.495821901301
"Site_0593",335.521225623229
"Site_0594",286.252447721453
"Site_0595",271.152408872266
"Site_0596",333.417190830798
"Site_0597",86.6628596348422
"Site_0598",269.270180399337
"Site_0599",158.150221693848
"Site_0600",545.595703847112
"Site_0601",437.293812040391
"Site_0602",561.753301157577
"Site_0603",914.967310914443
"Site_0604",606.316754489272
"Site_0605",344.74373340579
"Site_0606",126.179091732503
"Site_0607",594.919700574029
"Site_0608",1015.83184130218
"Site_0609",151.026720720975
"Site_0610",747.864661806734
"Site_0611",889.286588402163
"Site_0612",139.199249476289
"Site_0613",691.636570874042
"Site_0614",742.717071344127
"Site_0615",740.78129787352
"Site_0616",738.845524402914
"Site_0617",948.668366798111
"Site_0618",1538.41611138694
"Site_0619",1116.06176917422
"Site_0620",159.783101472073
"Site_0621",230.899973927634
"Site_0622",243.837382308692
"Site_0623",228.56337275004
"Site_0624",374.334633064456
"Site_0625",254.367920525562
"Site_0626",690.516960289694
"Site_0627",299.208406801439
"Site_0628",508.489977794662
"Site_0629",789.446277025721
"Site_0630",1206.19792957433
"Site_0631",251.701308216802
"Site_0632",738.441189716024
"Site_0633",292.57147583517
"Site_0634",593.282860914215
"Site_0635",514.260813931881
"Site_0636",14.0998599898291
"Site_0637",285.276881597133
"Site_0638",572.602237757101
"Site_0639",213.35106296495
"Site_0640",1078.21136702639
"Site_0641",388.543006091368
"Site_0642",143.213919230946
"Site_0643",140.964391157273
"Site_0644",191.086027803045
"Site_0645",254.494824480166
"Site_0646",257.281055044654
"Site_0647",259.21682851526
"Site_0648",261.152601985866
"Site_0649",151.888554163555
"Site_0650",820.349320996705
"Site_0651",788.775992037388
"Site_0652",290.179998353504
"Site_0653",369.284530530532
"Site_0654",578.27260469818
"Site_0655",700.345309799921
"Site_0656",1047.27866475361
"Site_0657",503.260175638249
"Site_0658",329.038957744936
"Site_0659",1062.7846077162
"Site_0660",1352.56305718423
"Site_0661",1758.4045100596
"Site_0662",1324.76028349877
"Site_0663",325.914749520038
"Site_0664",556.417924441121
"Site_0665",39.281251547866
"Site_0666",629.179149709615
"Site_0667",357.529280767339
"Site_0668",231.998689083034
"Site_0669",641.120536134192
"Site_0670",281.844050410143
"Site_0671",207.504728673596
"Site_0672",703.731701404399
"Site_0673",1228.8995987739
"Site_0674",856.785602616798
"Site_0675",858.945599464342
"Site_0676",1074.18481366165
"Site_0677",1254.48863954718
"Site_0678",1257.27918143343
"Site_0679",1259.21495490404
"Site_0680",1013.33104455556
"Site_0681",247.636800070286
"Site_0682",179.626074257247
"Site_0683",201.943513146761
"Site_0684",227.948307601861
"Site_0685",965.89140230382
"Site_0686",1554.04463675862
"Site_0687",1670.83641339097
"Site_0688",1913.07599948668
"Site_0689",4.80446266504182
"Site_0690",105.008797483597
"Site_0691",97.3883165017595
"Site_0692",745.313324136632
"Site_0693",1655.9435485683
"Site_0694",843.469571168014
"Site_0695",300.154707818744
"Site_0696",448.020445641822
"Site_0697",773.078741229578
"Site_0698",204.462297569464
"Site_0699",237.172599299573
"Site_0700",286.012005559501
"Site_0701",672.510981459573
"Site_0702",114.965202988334
"Site_0703",85.8253087328854
"Site_0704",81.2306848197036
"Site_0705",653.934130090367
"Site_0706",1391.97583071776
"Site_0707",1858.85559008596
"Site_0708",2006.98185176973
"Site_0709",1862.98412534084
"Site_0710",1286.10060584736
"Site_0711",1112.45243241816
"Site_0712",215.18828329261
"Site_0713",85.5226743477755
"Site_0714",784.459721634208
"Site_0715",1144.62021953726
"Site_0716",1131.18217081521
"Site_0717",1632.99525418487
"Site_0718",2088.67452094485
"Site_0719",1566.58831490784
"Site_0720",1362.10766345542
"Site_0721",734.749231870686
"Site_0722",134.010329606494
"Site_0723",342.549172593184
"Site_0724",771.831257104587
"Site_0725",1551.35662233829
"Site_0726",613.18777802092
"Site_0727",297.238909922526
"Site_0728",209.258494081096
"Site_0729",109.012220915141
"Site_0730",285.470904875202
"Site_0731",323.706818861379
"Site_0732",89.8783894152375
"Site_0733",116.617433018962
"Site_0734",433.980560308989
"Site_0735",509.676787778876
"Site_0736",262.546462926395
"Site_0737",21.0991173317625
"Site_0738",712.030704319641
"Site_0739",1445.11062367419
"Site_0740",1964.15532210993
"Site_0741",1340.08847581219
"Site_0742",459.965194072734
"Site_0743",277.615830789827
"Site_0744",235.415514004614
"Site_0745",947.461084893105
"Site_0746",1457.67792858833
"Site_0747",2114.31970047886
"Site_0748",2114.62186732501
"Site_0749",2306.86630060659
"Site_0750",1421.31821082718
"Site_0751",687.346538938272
"Site_0752",362.107663455419
"Site_0753",31.8029941115331
"Site_0754",213.546808439552
"Site_0755",552.490589118461
"Site_0756",1017.62744379463
"Site_0757",1863.86915155246
"Site_0758",1398.69399094017
"Site_0759",831.016676616547
"Site_0760",884.386121589186
"Site_0761",823.990876596925
"Site_0762",326.313364250945
"Site_0763",377.506287881295
"Site_0764",124.462829244063
"Site_0765",601.275317043719
"Site_0766",391.071865202767
"Site_0767",399.525938887289
"Site_0768",946.986947829218
"Site_0769",701.327969835148
"Site_0770",41.1738431780577
"Site_0771",835.076651244202
"Site_0772",968.005002802442
"Site_0773",583.043352856067
"Site_0774",59.239412195932
"Site_0775",708.850901659515
"Site_0776",1068.7979608643
"Site_0777",1642.03515472358
"Site_0778",2304.94670447768
"Site_0779",2828.95094927962
"Site_0780",2098.26553094273
"Site_0781",1621.68866939379
"Site_0782",1034.6240785248
"Site_0783",110.330276062029
"Site_0784",567.327752462876
"Site_0785",416.301944878958
"Site_0786",167.364216230407
"Site_0787",62.515643535577
"Site_0788",840.049740111049
"Site_0789",1211.96559590128
"Site_0790",1412.66536757851
"Site_0791",1081.90722940195
"Site_0792",1358.01178200929
"Site_0793",738.94899746624
"Site_0794",114.969911787802
"Site_0795",67.6729278002642
"Site_0796",994.116126821393
"Site_0797",168.119790971473
"Site_0798",227.092334533418
"Site_0799",135.874512990637
"Site_0800",404.58976530215
"Site_0801",860.759486365175
"Site_0802",65.7448890029183
"Site_0803",1065.66375309552
"Site_0804",1246.65307468852
"Site_0805",246.683974167254
"Site_0806",78.7528732432703
"Site_0807",7.07743591197213
"Site_0808",96.9098895376908
"Site_0809",794.389532893856
"Site_0810",1456.53010298848
"Site_0811",1912.00106188004
"Site_0812",2468.53086679117
"Site_0813",3049.92617153207
"Site_0814",2293.92700272955
"Site_0815",1432.9231323997
"Site_0816",704.539182353138
"Site_0817",211.996901897042
"Site_0818",187.808354246504
"Site_0819",948.312970426536
"Site_0820",121.699276235833
"Site_0821",692.973878629292
"Site_0822",87.6995288075677
"Site_0823",766.008441071736
"Site_0824",418.647502554729
"Site_0825",57.4413479261844
"Site_0826",50.9810025539199
"Site_0827",416.728339708856
"Site_0828",1235.47291242106
"Site_0829",1223.31171466297
"Site_0830",1672.43358651359
"Site_0831",1754.92712946266
"Site_0832",895.140526887282
"Site_0833",99.5810435489051
"Site_0834",552.803415720771
"Site_0835",483.407590025748
"Site_0836",289.70855217364
"Site_0837",923.404643793544
"Site_0838",107.606019093948
"Site_0839",334.37651495423
"Site_0840",758.382740387832
"Site_0841",594.223584668495
"Site_0842",29.413095572648
"Site_0843",642.067425413037
"Site_0844",78.4832260903218
"Site_0845",700.678929808493
"Site_0846",792.762307420448
"Site_0847",626.156872008938
"Site_0848",283.770842745761
"Site_0849",517.460719009973
"Site_0850",365.779100007338
"Site_0851",43.6535333067233
"Site_0852",854.618948142978
"Site_0853",1839.72716978925
"Site_0854",2835.28103933217
"Site_0855",3097.84360114643
"Site_0856",2103.89711476399
"Site_0857",1105.34928249816
"Site_0858",123.145881158626
"Site_0859",735.916944733747
"Site_0860",1183.87636851854
"Site_0861",1275.90701584044
"Site_0862",774.872257755141
"Site_0863",587.222625842928
"Site_0864",234.895643596472
"Site_0865",83.9984749106713
"Site_0866",713.393966753688
"Site_0867",691.91205106903
"Site_0868",821.363482907091
"Site_0869",669.815763789972
"Site_0870",1330.6933727937
"Site_0871",1591.64189483122
"Site_0872",1691.56426361427
"Site_0873",990.85344085707
"Site_0874",709.852767760262
"Site_0875",480.211820009767
"Site_0876",53.3534030298534
"Site_0877",38.4568077927154
"Site_0878",130.443035774521
"Site_0879",709.82851141105
"Site_0880",756.99153579068
"Site_0881",325.096746487962
"Site_0882",360.80070232663
"Site_0883",767.984177754893
"Site_0884",575.209481371296
"Site_0885",243.662461723665
"Site_0886",333.983494138483
"Site_0887",297.580574650864
"Site_0888",182.266947675214
"Site_0889",6.73805861231985
"Site_0890",571.944577926385
"Site_0891",1141.27072382413
"Site_0892",1243.44664130505
"Site_0893",803.732464366686
"Site_0894",1140.26680518758
"Site_0895",1988.57509281104
"Site_0896",2524.63738120964
"Site_0897",2113.66504062987
"Site_0898",2135.73544741868
"Site_0899",1534.25527738926
"Site_0900",1063.04829155635
"Site_0901",623.545240562062
"Site_0902",289.065879903397
"Site_0903",522.692026083956
"Site_0904",21.229835358107
"Site_0905",294.667368369546
"Site_0906",398.1228423086
"Site_0907",379.328316218296
"Site_0908",1078.70032188635
"Site_0909",223.886229683174
"Site_0910",553.814507982857
"Site_0911",902.266416184393
"Site_0912",330.717370111828
"Site_0913",752.295636491021
"Site_0914",797.627798564924
"Site_0915",293.245182069247
"Site_0916",418.66269336256
"Site_0917",1258.25228122993
"Site_0918",659.002618583928
"Site_0919",170.355973782462
"Site_0920",672.247000847531
"Site_0921",37.9902501605115
"Site_0922",824.778650258462
"Site_0923",905.529237567088
"Site_0924",331.545746378956
"Site_0925",95.9905644272652
"Site_0926",561.964303802463
"Site_0927",965.444182876582
"Site_0928",721.367831719713
"Site_0929",148.316647402215
"Site_0930",344.76934418125
"Site_0931",810.41183189684
"Site_0932",1380.65137491282
"Site_0933",1969.97997062912
"Site_0934",2135.78983095924
"Site_0935",1793.27095408492
"Site_0936",1967.2425441466
"Site_0937",2554.2642267855
"Site_0938",1799.33217075622
"Site_0939",1156.94633877195
"Site_0940",1196.79189008684
"Site_0941",1877.79041044453
"Site_0942",1396.17921813543
"Site_0943",396.229023774657
"Site_0944",587.456277373717
"Site_0945",931.133828778392
"Site_0946",198.187250302132
"Site_0947",372.337056425056
"Site_0948",6.49044015381428
"Site_0949",55.0547612102572
"Site_0950",440.809027467917
"Site_0951",207.463517803118
"Site_0952",697.387864659394
"Site_0953",106.824365830942
"Site_0954",562.458717842129
"Site_0955",324.634196300006
"Site_0956",504.603383381757
"Site_0957",134.719392600992
"Site_0958",186.979395927105
"Site_0959",1093.76759312813
"Site_0960",590.8899846023
"Site_0961",23.2484342034383
"Site_0962",729.472532239054
"Site_0963",258.962788641804
"Site_0964",724.564755621977
"Site_0965",1636.42438057208
"Site_0966",855.05028714494
"Site_0967",819.498678672622
"Site_0968",1332.2314263907
"Site_0969",1574.59012582419
"Site_0970",1105.79491729546
"Site_0971",845.85539441635
"Site_0972",1167.55779303774
