"Site","HU10","tree","imperv"
"Site_0256",212.50810857245,0.168167226624607,0.202484398898016
"Site_0257",312.119501199782,0.115115864527629,0.282895976572447
"Site_0258",500.476831865283,0.206490136548343,0.309549789629354
"Site_0259",32.118380153049,0.0171650295070696,0.0359009046288221
"Site_0260",100.994666458227,0.0235248917259736,0.0841815833250042
"Site_0261",208.425804836762,0.0519614995785555,0.232899983957097
"Site_0262",253.292967490774,0.0838872980485078,0.324924337820649
"Site_0263",233.551157806214,0.0979797285296022,0.314692900783624
"Site_0264",120.400225421936,0.187566924411861,0.149508976942988
"Site_0265",119.480996873169,0.300229341371687,0.10768412960891
"Site_0266",212.230925553059,0.280888626033679,0.171631118081443
"Site_0267",492.655031839987,0.18024727432923,0.260900773233614
"Site_0268",725.612811679807,0.103327152781646,0.273378798850895
"Site_0269",705.832671922563,0.0982391819730533,0.271834996600467
"Site_0270",364.707831394124,0.0603457111735425,0.273148687508395
"Site_0271",327.051323857171,0.0371078555576635,0.289684272714425
"Site_0272",549.074539804255,0.0848217852510285,0.263685253415882
"Site_0273",383.496541026143,0.119458156302878,0.250468862799222
"Site_0274",76.2881047313172,0.174753115657484,0.224044994321278
"Site_0275",1.74888503813885,0.298045927655174,0.181231305264558
"Site_0276",22.3793958665386,0.437307958343135,0.0778616813053087
"Site_0277",31.6101426281454,0.367286434208214,0.0515675412081966
"Site_0278",66.784768452085,0.338148915507255,0.0809003163030895
"Site_0279",65.9209882459199,0.275383899428886,0.143725860061409
"Site_0280",100.682392513865,0.337919540207933,0.151670457735786
"Site_0281",110.009873243127,0.40062592628432,0.121389401015539
"Site_0282",93.8635799020355,0.521658361870129,0.10021142375853
"Site_0283",107.786476447955,0.439014903015331,0.0883202364161461
"Site_0284",285.397251343029,0.332834544336994,0.174678007352284
"Site_0285",286.595234898689,0.247264752131093,0.282900642351938
"Site_0286",266.167660920791,0.105185022023627,0.285283162286026
"Site_0287",476.472732368884,0.166136575167526,0.296026605585187
"Site_0288",235.408634374405,0.0669076278375406,0.199824929136089
"Site_0289",308.401715104076,0.0547638494804237,0.216788080460963
"Site_0290",382.334106799774,0.0716931740703416,0.272457552397826
"Site_0291",355.3948595461,0.0822409968983799,0.316456602783819
"Site_0292",339.459512670071,0.102518689794923,0.348102563253727
"Site_0293",133.750223665607,0.0973141469864646,0.199640057053567
"Site_0294",127.3978529352,0.14391807904659,0.110151787405322
"Site_0295",138.885638288092,0.172326027841148,0.155291762915118
"Site_0296",137.845224307083,0.183629315067359,0.155669489769317
"Site_0297",352.863494583219,0.095119515729959,0.268480270745074
"Site_0298",555.30421171186,0.0949271535700337,0.331049471783408
"Site_0299",525.03514972736,0.121634680882759,0.258822244942392
"Site_0300",512.666112726686,0.211635802488784,0.245173022529184
"Site_0301",594.149185082757,0.221165363453914,0.275324476897881
"Site_0302",598.43497329855,0.173660360734303,0.322983697437478
"Site_0303",100.873490726592,0.213216232871654,0.186075396552558
"Site_0304",1.99026655768391,0.248602624646518,0.285415666646719
"Site_0305",17.5849400348322,0.290945632670627,0.292691870508475
"Site_0306",36.3550254161814,0.361902088090097,0.0728773651720998
"Site_0307",97.8466013871227,0.524678038158275,0.11116504684398
"Site_0308",83.9315839298052,0.574224453527691,0.0780115859673493
"Site_0309",130.265148414884,0.461595193570207,0.0963918354354832
"Site_0310",210.213526176799,0.284161711126998,0.152752640213496
"Site_0311",270.01101147895,0.206683579600074,0.219989941367083
"Site_0312",134.7632903148,0.201101415396133,0.160314795610127
"Site_0313",227.489946025424,0.314280957789231,0.156768530873755
"Site_0314",262.343933773969,0.0737851913957384,0.223545536900553
"Site_0315",273.199495473606,0.0453371607153486,0.212204204708915
"Site_0316",276.979006507569,0.0543849334747056,0.221716922052453
"Site_0317",238.496635565429,0.0462647453059642,0.249285951426553
"Site_0318",251.570098654146,0.0758199343403188,0.31003923411044
"Site_0319",88.6508918846542,0.0551026559957016,0.143822162465157
"Site_0320",152.506585765026,0.0477104643116114,0.15476735399105
"Site_0321",237.526142184449,0.0808942426935506,0.240460617620021
"Site_0322",77.3147307752134,0.115510849404492,0.0985965436094526
"Site_0323",27.9736879621595,0.069995836574736,0.227960901999081
"Site_0324",153.413708338717,0.0542864645918051,0.354321319720204
"Site_0325",333.18397564239,0.0947860932352807,0.318783006889211
"Site_0326",246.56334208227,0.201459518510407,0.265620782382391
"Site_0327",487.657889314215,0.174150114591291,0.334359562006621
"Site_0328",550.468469429322,0.153736605868192,0.39230470263221
"Site_0329",127.136936939929,0.147998367729425,0.27598773377947
"Site_0330",0.340338215346877,0.186322762185786,0.205043019891328
"Site_0331",4.89659944270628,0.224058271148772,0.470359744702442
"Site_0332",22.9151337336097,0.262816497197585,0.33566432898647
"Site_0333",69.4473102049798,0.0424865571332579,0.0984218696733446
"Site_0334",44.4150619197547,0.0427961501035622,0.0863597457466615
"Site_0335",172.997411531609,0.0488794824521643,0.195552307371059
"Site_0336",244.763176777275,0.043150621487234,0.2504175450737
"Site_0337",267.8421939701,0.0725746922498823,0.356118921909313
"Site_0338",50.2042836515557,0.060469264666749,0.169835968724177
"Site_0339",45.0340068578366,0.0364280380412052,0.0940519714824649
"Site_0340",132.777135932068,0.034011769203419,0.200478165667119
"Site_0341",58.0870922099606,0.0318883620847438,0.101861958215359
"Site_0342",11.822933697789,0.0139789043194993,0.0910051626707614
"Site_0343",0.587812707844471,0.0250165042974835,0.31330918008178
"Site_0344",10.1608490500699,0.043021972215467,0.475684713923206
"Site_0345",96.1328087644554,0.0468121935474835,0.558798457853906
"Site_0346",218.453218955991,0.0710307093840011,0.470147341508964
"Site_0347",462.197948270284,0.121016890237963,0.489737004779127
"Site_0348",240.223551924373,0.13101121957446,0.389228228114477
"Site_0349",1.92297632695573,0.22008113073737,0.126166763644975
"Site_0350",1.200653127428,0.146818172992357,0.35268287853955
"Site_0351",14.864221553356,0.210025130466752,0.464292296453564
"Site_0352",37.9899811718906,0.0605136435575237,0.0682079198970192
"Site_0353",68.7415796004454,0.0799380818947475,0.0892719529636306
"Site_0354",263.401910243588,0.057977352984429,0.232103580143404
"Site_0355",374.278085719644,0.0411416439341611,0.258224286273599
"Site_0356",393.442775833881,0.0670431019335518,0.309397576248354
"Site_0357",181.634968897811,0.0866482852226304,0.213340510202847
"Site_0358",37.4917551770015,0.0574366672587251,0.0798543536345701
"Site_0359",8.61639203924203,0.0129879513777039,0.0601915454653101
"Site_0360",21.5618414423051,0.0103490994790596,0.0315791886112478
"Site_0361",168.724631161759,0.0390272892129447,0.125615814508092
"Site_0362",301.856662412403,0.0774390571916859,0.332373735235595
"Site_0363",94.6080760880296,0.055037186643048,0.505393296695776
"Site_0364",0.64765576956459,0.040238058708076,0.445171184672162
"Site_0365",6.93906850138631,0.0455003098756264,0.434357137786905
"Site_0366",202.439460031602,0.0681153930627926,0.556939594666429
"Site_0367",167.532504795452,0.0823745788737882,0.57208611219337
"Site_0368",9.27034944023992,0.197430825761897,0.315187138404498
"Site_0369",1.92279175863261,0.272331436934856,0.143242118826612
"Site_0370",1.02231516597813,0.228215977639441,0.196336710908412
"Site_0371",30.011015224694,0.0602627393172827,0.0786830120897264
"Site_0372",46.0390415298682,0.069416473055316,0.0977096724188257
"Site_0373",196.99870872687,0.0393691939821134,0.20389881740583
"Site_0374",248.521123550058,0.0607852124892968,0.245396410075217
"Site_0375",381.140396161467,0.103844195033136,0.352805240608349
"Site_0376",415.72802880787,0.13528481742954,0.310447608216045
"Site_0377",143.155410302912,0.107640408594477,0.138216557873872
"Site_0378",7.22768208983285,0.0207887369672508,0.0449413595916737
"Site_0379",44.5852378919758,0.0162944265039877,0.0843499975330767
"Site_0380",349.42499667074,0.0486536142775838,0.245733378830378
"Site_0381",524.284012312868,0.0952763376982941,0.302261675466298
"Site_0382",225.023465833827,0.0765708068685976,0.349052489780692
"Site_0383",14.0004859526429,0.0419706228558078,0.372648112792548
"Site_0384",91.2019969908385,0.0524981235664143,0.421764019457614
"Site_0385",156.033430785124,0.0538257747089937,0.479789432069465
"Site_0386",53.8410683415104,0.0547627460155273,0.651973058056959
"Site_0387",10.0950575511193,0.11278712925022,0.579989705793881
"Site_0388",12.3909714910586,0.227691924743022,0.345791917453763
"Site_0389",14.9496278214871,0.391604498456365,0.12188714643538
"Site_0390",6.46991068141556,0.0369608313736076,0.0419627475970812
"Site_0391",3.80797379570359,0.0260978399230201,0.0562744918912363
"Site_0392",79.912764240074,0.0446902798529911,0.208713264480462
"Site_0393",141.25940419185,0.122941622663262,0.230703463475609
"Site_0394",262.772324529734,0.145221681838886,0.29973736287627
"Site_0395",446.897167795146,0.163040765682316,0.340029997797275
"Site_0396",272.132286078776,0.176528445473925,0.225228362427255
"Site_0397",158.452851128856,0.109302857826771,0.136456684416741
"Site_0398",222.288183682788,0.0629078962571982,0.202386253782734
"Site_0399",464.84544745314,0.0633843188196637,0.334468312933515
"Site_0400",505.290481513811,0.0877981562014771,0.324266176209384
"Site_0401",327.049815835851,0.100817104768938,0.322265547909014
"Site_0402",277.932659822853,0.110240666827309,0.338789004072177
"Site_0403",410.114510868016,0.120735985882272,0.381010268075129
"Site_0404",662.612226746464,0.116813969433429,0.38375325709622
"Site_0405",653.285373580991,0.0997711364555117,0.538068060644065
"Site_0406",210.819527773563,0.0726238329091296,0.559532616155224
"Site_0407",40.7978411780677,0.094789362277784,0.585529896710327
"Site_0408",11.1729481388979,0.258039143785788,0.419241869660558
"Site_0409",105.804788947988,0.0367227358323604,0.12009882874819
"Site_0410",89.3301180541934,0.0332853741453291,0.171949604655012
"Site_0411",107.97558171648,0.064092912839941,0.250541203223442
"Site_0412",280.207465268913,0.150028265779817,0.286881431419833
"Site_0413",299.906668722223,0.137196831906554,0.278417442976037
"Site_0414",328.725060747445,0.169179183627217,0.267210953385595
"Site_0415",449.097521814581,0.227816109223187,0.324466737373647
"Site_0416",399.591351682261,0.164836861322814,0.261367568216232
"Site_0417",376.405208441209,0.137928400176727,0.223829980659364
"Site_0418",548.180313028616,0.129975098445969,0.320567002942159
"Site_0419",467.574608489907,0.10741049735311,0.408776579913936
"Site_0420",444.664578859161,0.145163015349474,0.423225573162262
"Site_0421",598.664348168518,0.182680135408924,0.348233938493027
"Site_0422",686.295513274495,0.226495680245886,0.326834868955893
"Site_0423",875.721985903864,0.241747943968875,0.370875006485526
"Site_0424",842.948255535813,0.192574140187725,0.424497774393815
"Site_0425",649.050071284244,0.185057095147119,0.439899694359367
"Site_0426",360.073110954867,0.166735953103375,0.507907566588192
"Site_0427",159.02997460636,0.0906021821427423,0.550125079935612
"Site_0428",452.667943084871,0.0709028126593544,0.27546758289295
"Site_0429",286.23463783161,0.0865191672056674,0.287576202820459
"Site_0430",150.623865555894,0.0666601095171296,0.254321272952809
"Site_0431",440.839545731276,0.0917459052294905,0.358993980076191
"Site_0432",315.519946403337,0.0689477906021811,0.377270354407655
"Site_0433",255.041448344132,0.122149534376202,0.287915171670924
"Site_0434",438.406333913013,0.199716318919669,0.332714743903976
"Site_0435",494.618176939749,0.173313161221035,0.33971526254993
"Site_0436",297.732173775677,0.162494433574198,0.231085213504061
"Site_0437",277.52522795887,0.223475827331626,0.190335770940086
"Site_0438",241.40384702291,0.213458793660818,0.263847384966406
"Site_0439",298.781831602315,0.213902604545987,0.335693713744404
"Site_0440",498.804047902709,0.189997692240357,0.317126918822565
"Site_0441",750.87661060783,0.198239728033206,0.341619131896255
"Site_0442",776.240300314642,0.306943936032391,0.339756301745295
"Site_0443",650.76118071453,0.276981695428871,0.376583008787022
"Site_0444",724.280014602446,0.249678827711598,0.384649174182968
"Site_0445",740.959446399702,0.289603873726992,0.336081212793332
"Site_0446",376.417130999903,0.127323193178074,0.386839018536526
"Site_0447",665.373550466976,0.0900636618283677,0.363834988540871
"Site_0448",459.695310468878,0.0835997058814167,0.298115922192266
"Site_0449",229.118823216342,0.0467591789442523,0.331249234060094
"Site_0450",374.548725233534,0.0843573875460832,0.370730437185152
"Site_0451",574.020065633119,0.0843269602639415,0.446118783233411
"Site_0452",525.332328310274,0.111399609429088,0.405770390777815
